datum,verbrauch,monat,wochentag,feiertag,arbeitstag
2016-09-10,135611,September,Samstag,,0
2016-09-11,119266,September,Sonntag,,0
2016-09-12,175320,September,Montag,,1
2016-09-13,181737,September,Dienstag,,1
2016-09-14,182874,September,Mittwoch,,1
2016-09-15,180631,September,Donnerstag,,1
2016-09-16,174484,September,Freitag,,1
2016-09-17,135733,September,Samstag,,0
2016-09-18,123149,September,Sonntag,,0
2016-09-19,172781,September,Montag,,1
2016-09-20,177130,September,Dienstag,,1
2016-09-21,175847,September,Mittwoch,,1
2016-09-22,174173,September,Donnerstag,,1
2016-09-23,171620,September,Freitag,,1
2016-09-24,133181,September,Samstag,,0
2016-09-25,118095,September,Sonntag,,0
2016-09-26,177955,September,Montag,,1
2016-09-27,182238,September,Dienstag,,1
2016-09-28,182606,September,Mittwoch,,1
2016-09-29,182464,September,Donnerstag,,1
2016-09-30,179567,September,Freitag,,1
2016-10-01,141054,Oktober,Samstag,,0
2016-10-02,122822,Oktober,Sonntag,,0
2016-10-03,125324,Oktober,Montag,Tag der Deutschen Einheit,0
2016-10-04,180348,Oktober,Dienstag,,1
2016-10-05,189821,Oktober,Mittwoch,,1
2016-10-06,190260,Oktober,Donnerstag,,1
2016-10-07,186832,Oktober,Freitag,,1
2016-10-08,150981,Oktober,Samstag,,0
2016-10-09,133487,Oktober,Sonntag,,0
2016-10-10,188192,Oktober,Montag,,1
2016-10-11,193722,Oktober,Dienstag,,1
2016-10-12,190800,Oktober,Mittwoch,,1
2016-10-13,193528,Oktober,Donnerstag,,1
2016-10-14,191625,Oktober,Freitag,,1
2016-10-15,148876,Oktober,Samstag,,0
2016-10-16,129953,Oktober,Sonntag,,0
2016-10-17,186779,Oktober,Montag,,1
2016-10-18,191576,Oktober,Dienstag,,1
2016-10-19,194645,Oktober,Mittwoch,,1
2016-10-20,193595,Oktober,Donnerstag,,1
2016-10-21,188917,Oktober,Freitag,,1
2016-10-22,150866,Oktober,Samstag,,0
2016-10-23,136982,Oktober,Sonntag,,0
2016-10-24,190650,Oktober,Montag,,1
2016-10-25,193087,Oktober,Dienstag,,1
2016-10-26,193753,Oktober,Mittwoch,,1
2016-10-27,189399,Oktober,Donnerstag,,1
2016-10-28,189083,Oktober,Freitag,,1
2016-10-29,149568,Oktober,Samstag,,0
2016-10-30,134738,Oktober,Sonntag,,0
2016-10-31,160540,Oktober,Montag,,1
2016-11-01,137292,November,Dienstag,Allerheiligen,0
2016-11-02,199447,November,Mittwoch,,1
2016-11-03,231190,November,Donnerstag,,1
2016-11-04,191779,November,Freitag,,1
2016-11-05,157139,November,Samstag,,0
2016-11-06,140096,November,Sonntag,,0
2016-11-07,195444,November,Montag,,1
2016-11-08,205448,November,Dienstag,,1
2016-11-09,203969,November,Mittwoch,,1
2016-11-10,199972,November,Donnerstag,,1
2016-11-11,202566,November,Freitag,,1
2016-11-12,157860,November,Samstag,,0
2016-11-13,140045,November,Sonntag,,0
2016-11-14,187526,November,Montag,,1
2016-11-15,199929,November,Dienstag,,1
2016-11-16,203436,November,Mittwoch,,1
2016-11-17,197916,November,Donnerstag,,1
2016-11-18,197786,November,Freitag,,1
2016-11-19,159229,November,Samstag,,0
2016-11-20,139699,November,Sonntag,,0
2016-11-21,197590,November,Montag,,1
2016-11-22,201151,November,Dienstag,,1
2016-11-23,199838,November,Mittwoch,,1
2016-11-24,200916,November,Donnerstag,,1
2016-11-25,197517,November,Freitag,,1
2016-11-26,159017,November,Samstag,,0
2016-11-27,141398,November,Sonntag,,0
2016-11-28,198762,November,Montag,,1
2016-11-29,207604,November,Dienstag,,1
2016-11-30,209020,November,Mittwoch,,1
2016-12-01,205571,Dezember,Donnerstag,,1
2016-12-02,203514,Dezember,Freitag,,1
2016-12-03,165273,Dezember,Samstag,,0
2016-12-04,154523,Dezember,Sonntag,,0
2016-12-05,205299,Dezember,Montag,,1
2016-12-06,212411,Dezember,Dienstag,,1
2016-12-07,214143,Dezember,Mittwoch,,1
2016-12-08,209898,Dezember,Donnerstag,,1
2016-12-09,204836,Dezember,Freitag,,1
2016-12-10,163501,Dezember,Samstag,,0
2016-12-11,150417,Dezember,Sonntag,,0
2016-12-12,200005,Dezember,Montag,,1
2016-12-13,207710,Dezember,Dienstag,,1
2016-12-14,203432,Dezember,Mittwoch,,1
2016-12-15,203294,Dezember,Donnerstag,,1
2016-12-16,198552,Dezember,Freitag,,1
2016-12-17,164332,Dezember,Samstag,,0
2016-12-18,149118,Dezember,Sonntag,,0
2016-12-19,197223,Dezember,Montag,,1
2016-12-20,201807,Dezember,Dienstag,,1
2016-12-21,197325,Dezember,Mittwoch,,1
2016-12-22,186393,Dezember,Donnerstag,,1
2016-12-23,167059,Dezember,Freitag,,1
2016-12-24,134957,Dezember,Samstag,,0
2016-12-25,122211,Dezember,Sonntag,Erster Weihnachtsfeiertag,0
2016-12-26,122559,Dezember,Montag,Zweiter Weihnachtsfeiertag,0
2016-12-27,148923,Dezember,Dienstag,,1
2016-12-28,150077,Dezember,Mittwoch,,1
2016-12-29,152737,Dezember,Donnerstag,,1
2016-12-30,153727,Dezember,Freitag,,1
2016-12-31,143726,Dezember,Samstag,,0
2017-01-01,131718,Januar,Sonntag,Neujahr,0
2017-01-02,173860,Januar,Montag,,1
2017-01-03,181001,Januar,Dienstag,,1
2017-01-04,185968,Januar,Mittwoch,,1
2017-01-05,182875,Januar,Donnerstag,,1
2017-01-06,155082,Januar,Freitag,Heilige Drei Koenige,0
2017-01-07,163791,Januar,Samstag,,0
2017-01-08,152883,Januar,Sonntag,,0
2017-01-09,202521,Januar,Montag,,1
2017-01-10,210340,Januar,Dienstag,,1
2017-01-11,213278,Januar,Mittwoch,,1
2017-01-12,206764,Januar,Donnerstag,,1
2017-01-13,206362,Januar,Freitag,,1
2017-01-14,169381,Januar,Samstag,,0
2017-01-15,154453,Januar,Sonntag,,0
2017-01-16,209641,Januar,Montag,,1
2017-01-17,215636,Januar,Dienstag,,1
2017-01-18,216942,Januar,Mittwoch,,1
2017-01-19,218042,Januar,Donnerstag,,1
2017-01-20,218170,Januar,Freitag,,1
2017-01-21,187921,Januar,Samstag,,0
2017-01-22,174193,Januar,Sonntag,,0
2017-01-23,226423,Januar,Montag,,1
2017-01-24,227529,Januar,Dienstag,,1
2017-01-25,225935,Januar,Mittwoch,,1
2017-01-26,219114,Januar,Donnerstag,,1
2017-01-27,213164,Januar,Freitag,,1
2017-01-28,173284,Januar,Samstag,,0
2017-01-29,153429,Januar,Sonntag,,0
2017-01-30,207452,Januar,Montag,,1
2017-01-31,205728,Januar,Dienstag,,1
2017-02-01,205019,Februar,Mittwoch,,1
2017-02-02,199640,Februar,Donnerstag,,1
2017-02-03,195372,Februar,Freitag,,1
2017-02-04,161277,Februar,Samstag,,0
2017-02-05,143488,Februar,Sonntag,,0
2017-02-06,194967,Februar,Montag,,1
2017-02-07,201169,Februar,Dienstag,,1
2017-02-08,202858,Februar,Mittwoch,,1
2017-02-09,208537,Februar,Donnerstag,,1
2017-02-10,202439,Februar,Freitag,,1
2017-02-11,163472,Februar,Samstag,,0
2017-02-12,147495,Februar,Sonntag,,0
2017-02-13,204195,Februar,Montag,,1
2017-02-14,202589,Februar,Dienstag,,1
2017-02-15,201514,Februar,Mittwoch,,1
2017-02-16,196320,Februar,Donnerstag,,1
2017-02-17,195131,Februar,Freitag,,1
2017-02-18,157213,Februar,Samstag,,0
2017-02-19,141244,Februar,Sonntag,,0
2017-02-20,195180,Februar,Montag,,1
2017-02-21,199243,Februar,Dienstag,,1
2017-02-22,198775,Februar,Mittwoch,,1
2017-02-23,191973,Februar,Donnerstag,,1
2017-02-24,191055,Februar,Freitag,,1
2017-02-25,152225,Februar,Samstag,,0
2017-02-26,133853,Februar,Sonntag,,0
2017-02-27,176220,Februar,Montag,,1
2017-02-28,188826,Februar,Dienstag,,1
2017-03-01,193729,Maerz,Mittwoch,,1
2017-03-02,188555,Maerz,Donnerstag,,1
2017-03-03,187023,Maerz,Freitag,,1
2017-03-04,149050,Maerz,Samstag,,0
2017-03-05,132983,Maerz,Sonntag,,0
2017-03-06,188716,Maerz,Montag,,1
2017-03-07,196302,Maerz,Dienstag,,1
2017-03-08,196315,Maerz,Mittwoch,,1
2017-03-09,192137,Maerz,Donnerstag,,1
2017-03-10,184332,Maerz,Freitag,,1
2017-03-11,148066,Maerz,Samstag,,0
2017-03-12,129110,Maerz,Sonntag,,0
2017-03-13,181454,Maerz,Montag,,1
2017-03-14,184431,Maerz,Dienstag,,1
2017-03-15,185736,Maerz,Mittwoch,,1
2017-03-16,183801,Maerz,Donnerstag,,1
2017-03-17,179281,Maerz,Freitag,,1
2017-03-18,148686,Maerz,Samstag,,0
2017-03-19,128107,Maerz,Sonntag,,0
2017-03-20,179373,Maerz,Montag,,1
2017-03-21,186583,Maerz,Dienstag,,1
2017-03-22,190817,Maerz,Mittwoch,,1
2017-03-23,184512,Maerz,Donnerstag,,1
2017-03-24,187209,Maerz,Freitag,,1
2017-03-25,144227,Maerz,Samstag,,0
2017-03-26,121413,Maerz,Sonntag,,0
2017-03-27,179595,Maerz,Montag,,1
2017-03-28,183974,Maerz,Dienstag,,1
2017-03-29,183262,Maerz,Mittwoch,,1
2017-03-30,179217,Maerz,Donnerstag,,1
2017-03-31,177681,Maerz,Freitag,,1
2017-04-01,139448,April,Samstag,,0
2017-04-02,121515,April,Sonntag,,0
2017-04-03,177048,April,Montag,,1
2017-04-04,183855,April,Dienstag,,1
2017-04-05,184082,April,Mittwoch,,1
2017-04-06,182456,April,Donnerstag,,1
2017-04-07,176184,April,Freitag,,1
2017-04-08,136181,April,Samstag,,0
2017-04-09,118134,April,Sonntag,,0
2017-04-10,173576,April,Montag,,1
2017-04-11,176309,April,Dienstag,,1
2017-04-12,178172,April,Mittwoch,,1
2017-04-13,172419,April,Donnerstag,,1
2017-04-14,124092,April,Freitag,Karfreitag,0
2017-04-15,124654,April,Samstag,,0
2017-04-16,111217,April,Sonntag,,0
2017-04-17,115314,April,Montag,Ostermontag,0
2017-04-18,173479,April,Dienstag,,1
2017-04-19,183850,April,Mittwoch,,1
2017-04-20,180015,April,Donnerstag,,1
2017-04-21,178358,April,Freitag,,1
2017-04-22,146883,April,Samstag,,0
2017-04-23,124221,April,Sonntag,,0
2017-04-24,179671,April,Montag,,1
2017-04-25,188833,April,Dienstag,,1
2017-04-26,191052,April,Mittwoch,,1
2017-04-27,188807,April,Donnerstag,,1
2017-04-28,181766,April,Freitag,,1
2017-04-29,140919,April,Samstag,,0
2017-04-30,121781,April,Sonntag,,0
2017-05-01,124211,Mai,Montag,Erster Mai,0
2017-05-02,178147,Mai,Dienstag,,1
2017-05-03,183536,Mai,Mittwoch,,1
2017-05-04,185255,Mai,Donnerstag,,1
2017-05-05,178576,Mai,Freitag,,1
2017-05-06,142677,Mai,Samstag,,0
2017-05-07,125408,Mai,Sonntag,,0
2017-05-08,184308,Mai,Montag,,1
2017-05-09,183206,Mai,Dienstag,,1
2017-05-10,180674,Mai,Mittwoch,,1
2017-05-11,181006,Mai,Donnerstag,,1
2017-05-12,176178,Mai,Freitag,,1
2017-05-13,139496,Mai,Samstag,,0
2017-05-14,119304,Mai,Sonntag,,0
2017-05-15,172654,Mai,Montag,,1
2017-05-16,177276,Mai,Dienstag,,1
2017-05-17,180331,Mai,Mittwoch,,1
2017-05-18,180034,Mai,Donnerstag,,1
2017-05-19,178116,Mai,Freitag,,1
2017-05-20,137152,Mai,Samstag,,0
2017-05-21,116388,Mai,Sonntag,,0
2017-05-22,173419,Mai,Montag,,1
2017-05-23,180338,Mai,Dienstag,,1
2017-05-24,174652,Mai,Mittwoch,,1
2017-05-25,125214,Mai,Donnerstag,Christi Himmelfahrt,0
2017-05-26,147426,Mai,Freitag,,1
2017-05-27,133787,Mai,Samstag,,0
2017-05-28,121612,Mai,Sonntag,,0
2017-05-29,181527,Mai,Montag,,1
2017-05-30,186469,Mai,Dienstag,,1
2017-05-31,182413,Mai,Mittwoch,,1
2017-06-01,179846,Juni,Donnerstag,,1
2017-06-02,177959,Juni,Freitag,,1
2017-06-03,136481,Juni,Samstag,,0
2017-06-04,107596,Juni,Sonntag,,0
2017-06-05,108357,Juni,Montag,Pfingstmontag,0
2017-06-06,165299,Juni,Dienstag,,1
2017-06-07,171730,Juni,Mittwoch,,1
2017-06-08,170080,Juni,Donnerstag,,1
2017-06-09,169933,Juni,Freitag,,1
2017-06-10,131141,Juni,Samstag,,0
2017-06-11,115807,Juni,Sonntag,,0
2017-06-12,172737,Juni,Montag,,1
2017-06-13,175715,Juni,Dienstag,,1
2017-06-14,171802,Juni,Mittwoch,,1
2017-06-15,131210,Juni,Donnerstag,Fronleichnam,0
2017-06-16,150851,Juni,Freitag,,1
2017-06-17,130999,Juni,Samstag,,0
2017-06-18,118642,Juni,Sonntag,,0
2017-06-19,178722,Juni,Montag,,1
2017-06-20,188782,Juni,Dienstag,,1
2017-06-21,189658,Juni,Mittwoch,,1
2017-06-22,189408,Juni,Donnerstag,,1
2017-06-23,185396,Juni,Freitag,,1
2017-06-24,143426,Juni,Samstag,,0
2017-06-25,123476,Juni,Sonntag,,0
2017-06-26,180167,Juni,Montag,,1
2017-06-27,188440,Juni,Dienstag,,1
2017-06-28,185117,Juni,Mittwoch,,1
2017-06-29,177757,Juni,Donnerstag,,1
2017-06-30,174025,Juni,Freitag,,1
2017-07-01,135861,Juli,Samstag,,0
2017-07-02,119352,Juli,Sonntag,,0
2017-07-03,173405,Juli,Montag,,1
2017-07-04,180578,Juli,Dienstag,,1
2017-07-05,183484,Juli,Mittwoch,,1
2017-07-06,185245,Juli,Donnerstag,,1
2017-07-07,185279,Juli,Freitag,,1
2017-07-08,145832,Juli,Samstag,,0
2017-07-09,125408,Juli,Sonntag,,0
2017-07-10,179620,Juli,Montag,,1
2017-07-11,181255,Juli,Dienstag,,1
2017-07-12,183170,Juli,Mittwoch,,1
2017-07-13,178086,Juli,Donnerstag,,1
2017-07-14,176829,Juli,Freitag,,1
2017-07-15,137263,Juli,Samstag,,0
2017-07-16,119058,Juli,Sonntag,,0
2017-07-17,177597,Juli,Montag,,1
2017-07-18,186408,Juli,Dienstag,,1
2017-07-19,189069,Juli,Mittwoch,,1
2017-07-20,184884,Juli,Donnerstag,,1
2017-07-21,180141,Juli,Freitag,,1
2017-07-22,141744,Juli,Samstag,,0
2017-07-23,122287,Juli,Sonntag,,0
2017-07-24,175279,Juli,Montag,,1
2017-07-25,180266,Juli,Dienstag,,1
2017-07-26,179437,Juli,Mittwoch,,1
2017-07-27,176199,Juli,Donnerstag,,1
2017-07-28,169360,Juli,Freitag,,1
2017-07-29,133733,Juli,Samstag,,0
2017-07-30,119830,Juli,Sonntag,,0
2017-07-31,171195,Juli,Montag,,1
2017-08-01,178566,August,Dienstag,,1
2017-08-02,175419,August,Mittwoch,,1
2017-08-03,177878,August,Donnerstag,,1
2017-08-04,170314,August,Freitag,,1
2017-08-05,134370,August,Samstag,,0
2017-08-06,112404,August,Sonntag,,0
2017-08-07,160367,August,Montag,,1
2017-08-08,167388,August,Dienstag,,1
2017-08-09,165844,August,Mittwoch,,1
2017-08-10,165738,August,Donnerstag,,1
2017-08-11,160837,August,Freitag,,1
2017-08-12,127236,August,Samstag,,0
2017-08-13,111734,August,Sonntag,,0
2017-08-14,157940,August,Montag,,1
2017-08-15,166110,August,Dienstag,,1
2017-08-16,164154,August,Mittwoch,,1
2017-08-17,165438,August,Donnerstag,,1
2017-08-18,163159,August,Freitag,,1
2017-08-19,128149,August,Samstag,,0
2017-08-20,112374,August,Sonntag,,0
2017-08-21,160409,August,Montag,,1
2017-08-22,167963,August,Dienstag,,1
2017-08-23,170226,August,Mittwoch,,1
2017-08-24,170958,August,Donnerstag,,1
2017-08-25,169438,August,Freitag,,1
2017-08-26,136123,August,Samstag,,0
2017-08-27,119614,August,Sonntag,,0
2017-08-28,173023,August,Montag,,1
2017-08-29,179370,August,Dienstag,,1
2017-08-30,181898,August,Mittwoch,,1
2017-08-31,177814,August,Donnerstag,,1
2017-09-01,166165,September,Freitag,,1
2017-09-02,128102,September,Samstag,,0
2017-09-03,112472,September,Sonntag,,0
2017-09-04,165278,September,Montag,,1
2017-09-05,171769,September,Dienstag,,1
2017-09-06,173187,September,Mittwoch,,1
2017-09-07,173101,September,Donnerstag,,1
2017-09-08,170220,September,Freitag,,1
2017-09-09,137238,September,Samstag,,0
2017-09-10,117032,September,Sonntag,,0
2017-09-11,171496,September,Montag,,1
2017-09-12,177444,September,Dienstag,,1
2017-09-13,183385,September,Mittwoch,,1
2017-09-14,181018,September,Donnerstag,,1
2017-09-15,172984,September,Freitag,,1
2017-09-16,137033,September,Samstag,,0
2017-09-17,119547,September,Sonntag,,0
2017-09-18,174470,September,Montag,,1
2017-09-19,181130,September,Dienstag,,1
2017-09-20,179659,September,Mittwoch,,1
2017-09-21,175968,September,Donnerstag,,1
2017-09-22,174250,September,Freitag,,1
2017-09-23,138032,September,Samstag,,0
2017-09-24,121802,September,Sonntag,,0
2017-09-25,173904,September,Montag,,1
2017-09-26,180007,September,Dienstag,,1
2017-09-27,181173,September,Mittwoch,,1
2017-09-28,180621,September,Donnerstag,,1
2017-09-29,181344,September,Freitag,,1
2017-09-30,145076,September,Samstag,,0
2017-10-01,122845,Oktober,Sonntag,,0
2017-10-02,158101,Oktober,Montag,,1
2017-10-03,132906,Oktober,Dienstag,Tag der Deutschen Einheit,0
2017-10-04,179579,Oktober,Mittwoch,,1
2017-10-05,181230,Oktober,Donnerstag,,1
2017-10-06,182371,Oktober,Freitag,,1
2017-10-07,144665,Oktober,Samstag,,0
2017-10-08,128546,Oktober,Sonntag,,0
2017-10-09,185718,Oktober,Montag,,1
2017-10-10,194812,Oktober,Dienstag,,1
2017-10-11,191720,Oktober,Mittwoch,,1
2017-10-12,190567,Oktober,Donnerstag,,1
2017-10-13,186077,Oktober,Freitag,,1
2017-10-14,148731,Oktober,Samstag,,0
2017-10-15,128135,Oktober,Sonntag,,0
2017-10-16,187253,Oktober,Montag,,1
2017-10-17,191928,Oktober,Dienstag,,1
2017-10-18,191827,Oktober,Mittwoch,,1
2017-10-19,191330,Oktober,Donnerstag,,1
2017-10-20,190763,Oktober,Freitag,,1
2017-10-21,151967,Oktober,Samstag,,0
2017-10-22,133788,Oktober,Sonntag,,0
2017-10-23,193880,Oktober,Montag,,1
2017-10-24,196219,Oktober,Dienstag,,1
2017-10-25,196362,Oktober,Mittwoch,,1
2017-10-26,195431,Oktober,Donnerstag,,1
2017-10-27,192726,Oktober,Freitag,,1
2017-10-28,155087,Oktober,Samstag,,0
2017-10-29,143127,Oktober,Sonntag,,0
2017-10-30,164823,Oktober,Montag,,1
2017-10-31,139898,Oktober,Dienstag,Reformationstag,0
2017-11-01,138189,November,Mittwoch,Allerheiligen,0
2017-11-02,184883,November,Donnerstag,,1
2017-11-03,188332,November,Freitag,,1
2017-11-04,154509,November,Samstag,,0
2017-11-05,138368,November,Sonntag,,0
2017-11-06,197441,November,Montag,,1
2017-11-07,206317,November,Dienstag,,1
2017-11-08,206907,November,Mittwoch,,1
2017-11-09,204962,November,Donnerstag,,1
2017-11-10,202148,November,Freitag,,1
2017-11-11,163666,November,Samstag,,0
2017-11-12,147656,November,Sonntag,,0
2017-11-13,205325,November,Montag,,1
2017-11-14,209566,November,Dienstag,,1
2017-11-15,208074,November,Mittwoch,,1
2017-11-16,210764,November,Donnerstag,,1
2017-11-17,207029,November,Freitag,,1
2017-11-18,170141,November,Samstag,,0
2017-11-19,151785,November,Sonntag,,0
2017-11-20,207570,November,Montag,,1
2017-11-21,209947,November,Dienstag,,1
2017-11-22,209460,November,Mittwoch,,1
2017-11-23,206972,November,Donnerstag,,1
2017-11-24,201132,November,Freitag,,1
2017-11-25,167968,November,Samstag,,0
2017-11-26,151367,November,Sonntag,,0
2017-11-27,204918,November,Montag,,1
2017-11-28,207393,November,Dienstag,,1
2017-11-29,206676,November,Mittwoch,,1
2017-11-30,207719,November,Donnerstag,,1
2017-12-01,203902,Dezember,Freitag,,1
2017-12-02,169872,Dezember,Samstag,,0
2017-12-03,154358,Dezember,Sonntag,,0
2017-12-04,207280,Dezember,Montag,,1
2017-12-05,208292,Dezember,Dienstag,,1
2017-12-06,207541,Dezember,Mittwoch,,1
2017-12-07,204400,Dezember,Donnerstag,,1
2017-12-08,200726,Dezember,Freitag,,1
2017-12-09,166916,Dezember,Samstag,,0
2017-12-10,152338,Dezember,Sonntag,,0
2017-12-11,202658,Dezember,Montag,,1
2017-12-12,207809,Dezember,Dienstag,,1
2017-12-13,205420,Dezember,Mittwoch,,1
2017-12-14,203347,Dezember,Donnerstag,,1
2017-12-15,195427,Dezember,Freitag,,1
2017-12-16,161392,Dezember,Samstag,,0
2017-12-17,146689,Dezember,Sonntag,,0
2017-12-18,194808,Dezember,Montag,,1
2017-12-19,198135,Dezember,Dienstag,,1
2017-12-20,194305,Dezember,Mittwoch,,1
2017-12-21,184046,Dezember,Donnerstag,,1
2017-12-22,166301,Dezember,Freitag,,1
2017-12-23,139850,Dezember,Samstag,,0
2017-12-24,123649,Dezember,Sonntag,,0
2017-12-25,120527,Dezember,Montag,Erster Weihnachtsfeiertag,0
2017-12-26,124671,Dezember,Dienstag,Zweiter Weihnachtsfeiertag,0
2017-12-27,145704,Dezember,Mittwoch,,1
2017-12-28,150171,Dezember,Donnerstag,,1
2017-12-29,147895,Dezember,Freitag,,1
2017-12-30,134215,Dezember,Samstag,,0
2017-12-31,117836,Dezember,Sonntag,,0
2018-01-01,118195,Januar,Montag,Neujahr,0
2018-01-02,161049,Januar,Dienstag,,1
2018-01-03,173224,Januar,Mittwoch,,1
2018-01-04,174995,Januar,Donnerstag,,1
2018-01-05,171133,Januar,Freitag,,1
2018-01-06,132830,Januar,Samstag,Heilige Drei Koenige,0
2018-01-07,132819,Januar,Sonntag,,0
2018-01-08,186829,Januar,Montag,,1
2018-01-09,192389,Januar,Dienstag,,1
2018-01-10,190873,Januar,Mittwoch,,1
2018-01-11,192690,Januar,Donnerstag,,1
2018-01-12,191951,Januar,Freitag,,1
2018-01-13,157611,Januar,Samstag,,0
2018-01-14,142325,Januar,Sonntag,,0
2018-01-15,198687,Januar,Montag,,1
2018-01-16,202024,Januar,Dienstag,,1
2018-01-17,204998,Januar,Mittwoch,,1
2018-01-18,201342,Januar,Donnerstag,,1
2018-01-19,194608,Januar,Freitag,,1
2018-01-20,160868,Januar,Samstag,,0
2018-01-21,142446,Januar,Sonntag,,0
2018-01-22,195774,Januar,Montag,,1
2018-01-23,198490,Januar,Dienstag,,1
2018-01-24,192625,Januar,Mittwoch,,1
2018-01-25,192734,Januar,Donnerstag,,1
2018-01-26,190458,Januar,Freitag,,1
2018-01-27,154130,Januar,Samstag,,0
2018-01-28,136529,Januar,Sonntag,,0
2018-01-29,189766,Januar,Montag,,1
2018-01-30,195425,Januar,Dienstag,,1
2018-01-31,195726,Januar,Mittwoch,,1
2018-02-01,198319,Februar,Donnerstag,,1
2018-02-02,192949,Februar,Freitag,,1
2018-02-03,157375,Februar,Samstag,,0
2018-02-04,143648,Februar,Sonntag,,0
2018-02-05,197903,Februar,Montag,,1
2018-02-06,200880,Februar,Dienstag,,1
2018-02-07,204598,Februar,Mittwoch,,1
2018-02-08,200488,Februar,Donnerstag,,1
2018-02-09,200206,Februar,Freitag,,1
2018-02-10,160797,Februar,Samstag,,0
2018-02-11,143119,Februar,Sonntag,,0
2018-02-12,191369,Februar,Montag,,1
2018-02-13,195973,Februar,Dienstag,,1
2018-02-14,200218,Februar,Mittwoch,,1
2018-02-15,200560,Februar,Donnerstag,,1
2018-02-16,192591,Februar,Freitag,,1
2018-02-17,162549,Februar,Samstag,,0
2018-02-18,147116,Februar,Sonntag,,0
2018-02-19,199291,Februar,Montag,,1
2018-02-20,205958,Februar,Dienstag,,1
2018-02-21,204991,Februar,Mittwoch,,1
2018-02-22,207700,Februar,Donnerstag,,1
2018-02-23,204049,Februar,Freitag,,1
2018-02-24,164909,Februar,Samstag,,0
2018-02-25,148406,Februar,Sonntag,,0
2018-02-26,204166,Februar,Montag,,1
2018-02-27,213427,Februar,Dienstag,,1
2018-02-28,213823,Februar,Mittwoch,,1
2018-03-01,212516,Maerz,Donnerstag,,1
2018-03-02,208625,Maerz,Freitag,,1
2018-03-03,164974,Maerz,Samstag,,0
2018-03-04,140174,Maerz,Sonntag,,0
2018-03-05,186923,Maerz,Montag,,1
2018-03-06,193768,Maerz,Dienstag,,1
2018-03-07,194291,Maerz,Mittwoch,,1
2018-03-08,190690,Maerz,Donnerstag,,1
2018-03-09,187421,Maerz,Freitag,,1
2018-03-10,147900,Maerz,Samstag,,0
2018-03-11,131514,Maerz,Sonntag,,0
2018-03-12,181404,Maerz,Montag,,1
2018-03-13,191205,Maerz,Dienstag,,1
2018-03-14,186844,Maerz,Mittwoch,,1
2018-03-15,190237,Maerz,Donnerstag,,1
2018-03-16,185740,Maerz,Freitag,,1
2018-03-17,159064,Maerz,Samstag,,0
2018-03-18,149815,Maerz,Sonntag,,0
2018-03-19,199872,Maerz,Montag,,1
2018-03-20,203440,Maerz,Dienstag,,1
2018-03-21,199257,Maerz,Mittwoch,,1
2018-03-22,198170,Maerz,Donnerstag,,1
2018-03-23,193871,Maerz,Freitag,,1
2018-03-24,152956,Maerz,Samstag,,0
2018-03-25,128291,Maerz,Sonntag,,0
2018-03-26,187185,Maerz,Montag,,1
2018-03-27,188066,Maerz,Dienstag,,1
2018-03-28,186483,Maerz,Mittwoch,,1
2018-03-29,178924,Maerz,Donnerstag,,1
2018-03-30,132760,Maerz,Freitag,Karfreitag,0
2018-03-31,131277,Maerz,Samstag,,0
2018-04-01,118972,April,Sonntag,,0
2018-04-02,118212,April,Montag,Ostermontag,0
2018-04-03,170247,April,Dienstag,,1
2018-04-04,178996,April,Mittwoch,,1
2018-04-05,181970,April,Donnerstag,,1
2018-04-06,175977,April,Freitag,,1
2018-04-07,140424,April,Samstag,,0
2018-04-08,120971,April,Sonntag,,0
2018-04-09,176705,April,Montag,,1
2018-04-10,178799,April,Dienstag,,1
2018-04-11,178382,April,Mittwoch,,1
2018-04-12,177508,April,Donnerstag,,1
2018-04-13,178873,April,Freitag,,1
2018-04-14,139107,April,Samstag,,0
2018-04-15,119653,April,Sonntag,,0
2018-04-16,174499,April,Montag,,1
2018-04-17,177741,April,Dienstag,,1
2018-04-18,175640,April,Mittwoch,,1
2018-04-19,175510,April,Donnerstag,,1
2018-04-20,174917,April,Freitag,,1
2018-04-21,137659,April,Samstag,,0
2018-04-22,118820,April,Sonntag,,0
2018-04-23,176552,April,Montag,,1
2018-04-24,178841,April,Dienstag,,1
2018-04-25,179389,April,Mittwoch,,1
2018-04-26,177095,April,Donnerstag,,1
2018-04-27,172812,April,Freitag,,1
2018-04-28,135262,April,Samstag,,0
2018-04-29,116419,April,Sonntag,,0
2018-04-30,148845,April,Montag,,1
2018-05-01,119018,Mai,Dienstag,Erster Mai,0
2018-05-02,168906,Mai,Mittwoch,,1
2018-05-03,176852,Mai,Donnerstag,,1
2018-05-04,173264,Mai,Freitag,,1
2018-05-05,135949,Mai,Samstag,,0
2018-05-06,118165,Mai,Sonntag,,0
2018-05-07,172476,Mai,Montag,,1
2018-05-08,177583,Mai,Dienstag,,1
2018-05-09,173428,Mai,Mittwoch,,1
2018-05-10,129273,Mai,Donnerstag,Christi Himmelfahrt,0
2018-05-11,147841,Mai,Freitag,,1
2018-05-12,130672,Mai,Samstag,,0
2018-05-13,119221,Mai,Sonntag,,0
2018-05-14,175905,Mai,Montag,,1
2018-05-15,177819,Mai,Dienstag,,1
2018-05-16,180202,Mai,Mittwoch,,1
2018-05-17,178351,Mai,Donnerstag,,1
