datum,verbrauch,monat,wochentag,feiertag,arbeitstag
2021-09-12,136085,September,Sonntag,,0
2021-09-13,189184,September,Montag,,1
2021-09-14,197361,September,Dienstag,,1
2021-09-15,200588,September,Mittwoch,,1
2021-09-16,197825,September,Donnerstag,,1
2021-09-17,189112,September,Freitag,,1
2021-09-18,154048,September,Samstag,,0
2021-09-19,137961,September,Sonntag,,0
2021-09-20,187846,September,Montag,,1
2021-09-21,194196,September,Dienstag,,1
2021-09-22,192614,September,Mittwoch,,1
2021-09-23,188819,September,Donnerstag,,1
2021-09-24,189804,September,Freitag,,1
2021-09-25,156532,September,Samstag,,0
2021-09-26,142829,September,Sonntag,,0
2021-09-27,192949,September,Montag,,1
2021-09-28,195825,September,Dienstag,,1
2021-09-29,196193,September,Mittwoch,,1
2021-09-30,192831,September,Donnerstag,,1
2021-10-01,187968,Oktober,Freitag,,1
2021-10-02,150077,Oktober,Samstag,,0
2021-10-03,137145,Oktober,Sonntag,Tag der Deutschen Einheit,0
2021-10-04,194783,Oktober,Montag,,1
2021-10-05,201402,Oktober,Dienstag,,1
2021-10-06,198822,Oktober,Mittwoch,,1
2021-10-07,202666,Oktober,Donnerstag,,1
2021-10-08,199015,Oktober,Freitag,,1
2021-10-09,153478,Oktober,Samstag,,0
2021-10-10,143483,Oktober,Sonntag,,0
2021-10-11,200150,Oktober,Montag,,1
2021-10-12,208537,Oktober,Dienstag,,1
2021-10-13,207542,Oktober,Mittwoch,,1
2021-10-14,203721,Oktober,Donnerstag,,1
2021-10-15,196865,Oktober,Freitag,,1
2021-10-16,162599,Oktober,Samstag,,0
2021-10-17,153019,Oktober,Sonntag,,0
2021-10-18,200378,Oktober,Montag,,1
2021-10-19,204172,Oktober,Dienstag,,1
2021-10-20,201377,Oktober,Mittwoch,,1
2021-10-21,197765,Oktober,Donnerstag,,1
2021-10-22,195276,Oktober,Freitag,,1
2021-10-23,160107,Oktober,Samstag,,0
2021-10-24,148267,Oktober,Sonntag,,0
2021-10-25,198711,Oktober,Montag,,1
2021-10-26,204786,Oktober,Dienstag,,1
2021-10-27,201747,Oktober,Mittwoch,,1
2021-10-28,201733,Oktober,Donnerstag,,1
2021-10-29,196760,Oktober,Freitag,,1
2021-10-30,162514,Oktober,Samstag,,0
2021-10-31,146896,Oktober,Sonntag,,0
2021-11-01,148336,November,Montag,Aller Heiligen,0
2021-11-02,195771,November,Dienstag,,1
2021-11-03,204249,November,Mittwoch,,1
2021-11-04,207026,November,Donnerstag,,1
2021-11-05,202580,November,Freitag,,1
2021-11-06,168958,November,Samstag,,0
2021-11-07,156338,November,Sonntag,,0
2021-11-08,202170,November,Montag,,1
2021-11-09,210845,November,Dienstag,,1
2021-11-10,212472,November,Mittwoch,,1
2021-11-11,211963,November,Donnerstag,,1
2021-11-12,209475,November,Freitag,,1
2021-11-13,173481,November,Samstag,,0
2021-11-14,156394,November,Sonntag,,0
2021-11-15,207315,November,Montag,,1
2021-11-16,215945,November,Dienstag,,1
2021-11-17,220370,November,Mittwoch,,1
2021-11-18,216200,November,Donnerstag,,1
2021-11-19,207575,November,Freitag,,1
2021-11-20,168973,November,Samstag,,0
2021-11-21,161508,November,Sonntag,,0
2021-11-22,212596,November,Montag,,1
2021-11-23,219421,November,Dienstag,,1
2021-11-24,221918,November,Mittwoch,,1
2021-11-25,223683,November,Donnerstag,,1
2021-11-26,218319,November,Freitag,,1
2021-11-27,183181,November,Samstag,,0
2021-11-28,171218,November,Sonntag,,0
2021-11-29,220578,November,Montag,,1
2021-11-30,231130,November,Dienstag,,1
2021-12-01,225941,Dezember,Mittwoch,,1
2021-12-02,225257,Dezember,Donnerstag,,1
2021-12-03,212041,Dezember,Freitag,,1
2021-12-04,176028,Dezember,Samstag,,0
2021-12-05,160239,Dezember,Sonntag,,0
2021-12-06,213304,Dezember,Montag,,1
2021-12-07,218972,Dezember,Dienstag,,1
2021-12-08,218638,Dezember,Mittwoch,,1
2021-12-09,216438,Dezember,Donnerstag,,1
2021-12-10,215277,Dezember,Freitag,,1
2021-12-11,180138,Dezember,Samstag,,0
2021-12-12,161895,Dezember,Sonntag,,0
2021-12-13,209462,Dezember,Montag,,1
2021-12-14,211988,Dezember,Dienstag,,1
2021-12-15,213038,Dezember,Mittwoch,,1
2021-12-16,211657,Dezember,Donnerstag,,1
2021-12-17,200994,Dezember,Freitag,,1
2021-12-18,167096,Dezember,Samstag,,0
2021-12-19,161782,Dezember,Sonntag,,0
2021-12-20,202954,Dezember,Montag,,1
2021-12-21,208005,Dezember,Dienstag,,1
2021-12-22,203472,Dezember,Mittwoch,,1
2021-12-23,188233,Dezember,Donnerstag,,1
2021-12-24,150890,Dezember,Freitag,,1
2021-12-25,137604,Dezember,Samstag,Erster Weihnachtsfeiertag,0
2021-12-26,138335,Dezember,Sonntag,Zweiter Weihnachtsfeiertag,0
2021-12-27,153489,Dezember,Montag,,1
2021-12-28,155182,Dezember,Dienstag,,1
2021-12-29,153611,Dezember,Mittwoch,,1
2021-12-30,148126,Dezember,Donnerstag,,1
2021-12-31,137327,Dezember,Freitag,,1
