datum,verbrauch,arbeitstag,temperatur,tagesstunden
2021-07-20,183878,1,20.1,15.6
2021-07-21,185562,1,21.1,15.5
2021-07-22,186822,1,22.1,15.5
2021-07-23,182585,1,23.4,15.5
2021-07-24,148231,0,23.9,15.4
2021-07-25,132931,0,22.1,15.4
2021-07-26,182907,1,21.3,15.4
2021-07-27,187647,1,19.8,15.3
2021-07-28,184550,1,19.0,15.2
2021-07-29,180267,1,21.0,15.2
2021-07-30,176930,1,21.3,15.2
2021-07-31,142842,0,19.7,15.1
2021-08-01,128451,0,16.4,15.1
2021-08-02,169754,1,18.2,15.0
2021-08-03,174071,1,16.9,15.0
2021-08-04,171961,1,15.2,14.9
2021-08-05,169184,1,17.5,14.9
2021-08-06,167371,1,18.2,14.8
2021-08-07,135425,0,17.8,14.8
2021-08-08,119860,0,16.5,14.7
2021-08-09,157928,1,18.6,14.7
2021-08-10,162894,1,20.7,14.6
2021-08-11,165211,1,22.0,14.6
2021-08-12,166114,1,24.3,14.5
2021-08-13,166279,1,25.6,14.5
2021-08-14,139298,0,24.7,14.4
2021-08-15,128672,0,24.6,14.4
2021-08-16,166451,1,18.6,14.3
2021-08-17,164512,1,16.2,14.3
2021-08-18,166299,1,16.8,14.2
2021-08-19,168886,1,18.3,14.2
2021-08-20,164679,1,20.5,14.1
2021-08-21,137287,0,22.8,14.0
2021-08-22,124606,0,19.7,14.0
2021-08-23,168460,1,16.0,13.9
2021-08-24,176630,1,15.4,13.9
2021-08-25,175628,1,17.6,13.8
2021-08-26,176419,1,15.3,13.8
2021-08-27,174359,1,13.7,13.7
2021-08-28,140483,0,12.6,13.6
2021-08-29,130834,0,12.0,13.6
2021-08-30,179559,1,13.6,13.5
2021-08-31,187846,1,16.2,13.5
2021-09-01,185241,1,17.8,13.4
2021-09-02,182603,1,18.5,13.4
2021-09-03,180077,1,19.2,13.3
2021-09-04,143462,0,20.0,13.2
2021-09-05,130446,0,20.1,13.2
2021-09-06,184250,1,20.6,13.1
2021-09-07,189329,1,20.5,13.1
2021-09-08,192252,1,20.9,13.0
2021-09-09,192673,1,22.0,12.9
2021-09-10,189053,1,20.2,12.9
2021-09-11,155616,0,18.9,12.8
2021-09-12,136085,0,19.2,12.8
2021-09-13,189184,1,19.8,12.7
2021-09-14,197361,1,19.6,12.6
2021-09-15,200588,1,19.2,12.6
2021-09-16,197825,1,16.3,12.6
2021-09-17,189112,1,17.3,12.5
2021-09-18,154048,0,16.8,12.4
2021-09-19,137961,0,15.6,12.4
2021-09-20,187846,1,13.4,12.3
2021-09-21,194196,1,14.5,12.2
2021-09-22,192614,1,13.7,12.2
2021-09-23,188819,1,16.2,12.1
2021-09-24,189804,1,17.2,12.1
2021-09-25,156532,0,17.7,12.0
2021-09-26,142829,0,19.7,12.0
2021-09-27,192949,1,16.7,11.9
2021-09-28,195825,1,16.6,11.8
2021-09-29,196193,1,14.2,11.8
2021-09-30,192831,1,10.3,11.7
2021-10-01,187968,1,13.5,11.7
2021-10-02,150077,0,16.6,11.6
2021-10-03,137145,0,16.3,11.5
2021-10-04,194783,1,10.2,11.5
2021-10-05,201402,1,12.6,11.4
2021-10-06,198822,1,10.0,11.4
2021-10-07,202666,1,10.9,11.3
2021-10-08,199015,1,11.6,11.3
2021-10-09,153478,0,12.0,11.2
2021-10-10,143483,0,9.1,11.1
2021-10-11,200150,1,9.2,11.1
2021-10-12,208537,1,8.7,11.0
2021-10-13,207542,1,7.8,11.0
2021-10-14,203721,1,9.4,10.9
2021-10-15,196865,1,10.6,10.8
2021-10-16,162599,0,10.3,10.8
2021-10-17,153019,0,10.3,10.7
2021-10-18,200378,1,12.8,10.7
2021-10-19,204172,1,11.2,10.6
2021-10-20,201377,1,15.4,10.6
2021-10-21,197765,1,13.2,10.5
2021-10-22,195276,1,6.5,10.5
2021-10-23,160107,0,8.0,10.4
2021-10-24,148267,0,9.2,10.3
2021-10-25,198711,1,11.1,10.3
2021-10-26,204786,1,10.1,10.2
2021-10-27,201747,1,11.2,10.2
2021-10-28,201733,1,12.2,10.1
2021-10-29,196760,1,10.7,10.1
2021-10-30,162514,0,10.7,10.0
2021-10-31,146896,0,13.2,9.9
2021-11-01,148336,0,10.2,9.9
2021-11-02,195771,1,8.0,9.8
2021-11-03,204249,1,7.4,9.8
2021-11-04,207026,1,6.2,9.7
2021-11-05,202580,1,5.9,9.7
2021-11-06,168958,0,6.5,9.6
2021-11-07,156338,0,6.6,9.6
2021-11-08,202170,1,6.6,9.5
2021-11-09,210845,1,7.0,9.5
2021-11-10,212472,1,6.2,9.4
2021-11-11,211963,1,7.6,9.4
2021-11-12,209475,1,7.6,9.3
2021-11-13,173481,0,8.0,9.3
2021-11-14,156394,0,8.0,9.2
2021-11-15,207315,1,7.3,9.2
2021-11-16,215945,1,7.4,9.1
2021-11-17,220370,1,7.7,9.1
2021-11-18,216200,1,6.9,9.1
2021-11-19,207575,1,7.6,9.0
2021-11-20,168973,0,9.0,9.0
2021-11-21,161508,0,6.5,8.9
2021-11-22,212596,1,4.6,8.9
2021-11-23,219421,1,3.2,8.9
2021-11-24,221918,1,3.0,8.8
2021-11-25,223683,1,2.4,8.8
2021-11-26,218319,1,1.6,8.7
2021-11-27,183181,0,1.4,8.7
2021-11-28,171218,0,1.4,8.7
2021-11-29,220578,1,0.3,8.6
2021-11-30,231130,1,1.4,8.6
2021-12-01,225941,1,5.0,8.6
2021-12-02,225257,1,2.7,8.6
2021-12-03,212041,1,0.0,8.5
2021-12-04,176028,0,4.9,8.5
2021-12-05,160239,0,2.5,8.5
2021-12-06,213304,1,1.2,8.4
2021-12-07,218972,1,2.2,8.4
2021-12-08,218638,1,2.1,8.4
2021-12-09,216438,1,0.9,8.4
2021-12-10,215277,1,-0.5,8.4
2021-12-11,180138,0,1.6,8.3
2021-12-12,161895,0,1.0,8.3
2021-12-13,209462,1,3.8,8.3
2021-12-14,211988,1,4.3,8.3
2021-12-15,213038,1,4.8,8.3
2021-12-16,211657,1,4.1,8.3
2021-12-17,200994,1,4.3,8.3
2021-12-18,167096,0,4.2,8.3
2021-12-19,161782,0,3.9,8.3
2021-12-20,202954,1,3.2,8.3
2021-12-21,208005,1,0.0,8.3
2021-12-22,203472,1,-1.4,8.3
2021-12-23,188233,1,0.5,8.3
2021-12-24,150890,1,4.7,8.3
2021-12-25,137604,0,5.6,8.3
2021-12-26,138335,0,5.5,8.3
2021-12-27,153489,1,5.7,8.3
2021-12-28,155182,1,8.2,8.3
2021-12-29,153611,1,8.7,8.3
2021-12-30,148126,1,11.3,8.3
2021-12-31,137327,1,10.7,8.3
