datum,verbrauch,arbeitstag,temperatur,tagesstunden
2017-04-28,0.6160377871520577,1.0,0.39429928741092635,0.7721518987341773
2017-04-29,0.29870805851415083,0.0,0.46080760095011875,0.7848101265822784
2017-04-30,0.1500299096495522,0.0,0.517814726840855,0.7974683544303798
2017-05-01,0.16890794819804078,0.0,0.41092636579572445,0.7974683544303798
2017-05-02,0.5879227165730534,1.0,0.4750593824228028,0.7974683544303798
2017-05-03,0.6297884572058949,1.0,0.48456057007125886,0.8101265822784809
2017-05-04,0.6431429215124185,1.0,0.49643705463182897,0.8227848101265824
2017-05-05,0.5912555060945768,1.0,0.5249406175771971,0.8227848101265824
2017-05-06,0.31236550368626714,0.0,0.5558194774346793,0.8227848101265824
2017-05-07,0.17820713014970369,0.0,0.515439429928741,0.8354430379746836
2017-05-08,0.6357859245966082,1.0,0.4536817102137767,0.8481012658227849
2017-05-09,0.6272247729585694,1.0,0.4560570071258907,0.8481012658227849
2017-05-10,0.6075543229154527,1.0,0.5819477434679334,0.8481012658227849
2017-05-11,0.6101335446430654,1.0,0.6365795724465558,0.860759493670886
2017-05-12,0.5726260672306773,1.0,0.6223277909738717,0.860759493670886
2017-05-13,0.2876531412900769,0.0,0.6389548693586697,0.8734177215189873
2017-05-14,0.13078674031432325,0.0,0.6365795724465558,0.8734177215189873
2017-05-15,0.545249026965297,1.0,0.6365795724465558,0.8860759493670887
2017-05-16,0.5811561439081425,1.0,0.6912114014251781,0.8860759493670887
2017-05-17,0.6048896450462629,1.0,0.7292161520190024,0.89873417721519
2017-05-18,0.6025823292236698,1.0,0.7007125890736342,0.89873417721519
2017-05-19,0.5876818856286077,1.0,0.503562945368171,0.89873417721519
2017-05-20,0.2694432143939218,0.0,0.5558194774346793,0.9113924050632911
2017-05-21,0.10813309405613691,0.0,0.6128266033254157,0.9113924050632911
2017-05-22,0.5511921131750064,1.0,0.669833729216152,0.9240506329113924
2017-05-23,0.6049440262272667,1.0,0.7125890736342042,0.9240506329113924
2017-05-24,0.5607709697718322,1.0,0.6460807600950118,0.9240506329113924
2017-05-25,0.1766999945618819,0.0,0.6603325415676959,0.9367088607594936
2017-05-26,0.34925925062732577,1.0,0.7078384798099763,0.9367088607594936
2017-05-27,0.2433014038113439,0.0,0.7743467933491687,0.9493670886075949
2017-05-28,0.14871699256531568,0.0,0.831353919239905,0.9493670886075949
2017-05-29,0.6141810582577825,1.0,0.8503562945368172,0.9493670886075949
2017-05-30,0.6525741720465192,1.0,0.7885985748218527,0.9493670886075949
2017-05-31,0.6210641620248445,1.0,0.7125890736342042,0.9620253164556962
