datum,luftfeuchtigkeit,durchschnittstemperatur,sichtweite,wetter,hoechsttemperatur,windgeschwindigkeit,tiefsttemperatur,sonnenaufgang,sonnenuntergang,niederschlag
2015-01-01,96.0,-1.8,5.3,Freezing fog,1.4,10.4,-4.6,08:16 AM,04:37 PM,0.0
2015-01-02,90.0,0.9,7.6,Light rain,2.2,19.4,-2.9,08:16 AM,04:38 PM,3.5
2015-01-03,96.0,1.4,7.8,Moderate or heavy rain with thunder,3.6,26.6,-2.0,08:16 AM,04:39 PM,18.1
2015-01-04,96.0,-0.5,5.8,Patchy moderate snow,1.7,17.6,-3.5,08:16 AM,04:40 PM,7.7
2015-01-05,86.0,0.7,10.0,Sunny,4.0,9.7,-2.8,08:16 AM,04:41 PM,0.0
2015-01-06,63.0,1.8,10.0,Cloudy,5.1,8.6,-0.2,08:16 AM,04:42 PM,0.0
2015-01-07,85.0,1.6,10.0,Light snow,3.0,11.5,-0.7,08:15 AM,04:44 PM,0.2
2015-01-08,93.0,4.5,9.1,Patchy light drizzle,6.0,31.0,1.1,08:15 AM,04:45 PM,1.9
2015-01-09,90.0,6.1,9.5,Cloudy,7.1,37.1,3.9,08:15 AM,04:46 PM,6.7
2015-01-10,91.0,10.8,8.5,Cloudy,12.2,36.4,9.2,08:14 AM,04:47 PM,6.5
2015-01-11,89.0,2.1,6.9,Moderate or heavy snow showers,3.0,29.9,0.6,08:14 AM,04:49 PM,8.7
2015-01-12,77.0,3.5,10.0,Cloudy,5.3,27.7,1.6,08:13 AM,04:50 PM,0.0
2015-01-13,60.0,5.7,10.0,Sunny,8.6,21.2,2.3,08:13 AM,04:51 PM,0.0
2015-01-14,88.0,4.9,9.4,Light rain,5.9,33.1,2.0,08:12 AM,04:53 PM,7.9
2015-01-15,77.0,5.6,9.0,Light drizzle,7.3,18.4,2.3,08:11 AM,04:54 PM,0.4
2015-01-16,85.0,5.9,8.8,Light rain,7.4,16.9,3.9,08:11 AM,04:56 PM,7.1
2015-01-17,94.0,2.3,4.0,Heavy snow,3.3,16.2,1.2,08:10 AM,04:57 PM,17.6
2015-01-18,86.0,1.7,8.4,Partly cloudy,4.3,10.4,-0.5,08:09 AM,04:59 PM,0.6
2015-01-19,77.0,2.0,9.0,Overcast,4.9,9.0,-0.9,08:08 AM,05:00 PM,0.4
2015-01-20,92.0,-0.6,3.8,Heavy snow,0.6,5.4,-2.9,08:07 AM,05:02 PM,8.8
2015-01-21,84.0,-0.1,10.0,Light snow,1.9,13.7,-3.5,08:06 AM,05:03 PM,0.1
2015-01-22,86.0,-0.8,10.0,Light snow,1.7,7.9,-3.6,08:05 AM,05:05 PM,0.1
2015-01-23,94.0,-0.2,4.5,Heavy snow,1.4,10.4,-1.8,08:04 AM,05:06 PM,1.7
2015-01-24,90.0,-0.4,8.4,Moderate snow,1.9,12.2,-2.1,08:03 AM,05:08 PM,1.4
2015-01-25,95.0,-1.2,4.8,Moderate snow,0.3,15.5,-2.4,08:02 AM,05:09 PM,2.6
2015-01-26,92.0,-0.2,6.6,Heavy snow,1.0,19.8,-3.4,08:01 AM,05:11 PM,4.3
2015-01-27,96.0,-0.1,2.4,Heavy snow,0.9,22.0,-1.4,08:00 AM,05:13 PM,8.5
2015-01-28,93.0,0.2,7.6,Partly cloudy,1.5,34.6,-2.1,07:59 AM,05:14 PM,1.58
2015-01-29,91.0,0.7,5.4,Heavy snow,2.7,23.8,-2.5,07:58 AM,05:16 PM,6.5
2015-01-30,91.0,-1.0,2.8,Heavy snow,0.2,29.5,-2.1,07:56 AM,05:17 PM,22.7
2015-01-31,90.0,-1.0,7.4,Heavy snow,1.1,16.2,-3.2,07:55 AM,05:19 PM,3.62
2015-02-01,90.0,-0.8,6.5,Heavy snow,0.4,21.2,-4.7,07:54 AM,05:21 PM,3.1
2015-02-02,93.0,-1.4,4.8,Moderate or heavy snow with thunder,0.3,22.3,-5.6,07:53 AM,05:22 PM,3.79
2015-02-03,93.0,-6.6,4.8,Freezing fog,-1.5,7.2,-12.4,07:51 AM,05:24 PM,0.0
2015-02-04,94.0,-4.5,5.9,Moderate snow,-1.3,12.6,-9.3,07:50 AM,05:26 PM,0.1
2015-02-05,88.0,-3.6,4.0,Heavy snow,-2.8,34.2,-5.0,07:48 AM,05:27 PM,1.3
2015-02-06,87.0,-4.2,1.8,Blowing snow,-2.4,35.6,-6.5,07:47 AM,05:29 PM,0.5
2015-02-07,90.0,-7.0,10.0,Partly cloudy,-4.3,22.3,-9.3,07:45 AM,05:31 PM,0.0
2015-02-08,91.0,-0.7,4.0,Heavy snow,0.6,22.3,-6.6,07:44 AM,05:32 PM,4.4
2015-02-09,90.0,-0.7,5.8,Heavy snow,1.1,22.0,-5.0,07:42 AM,05:34 PM,1.3
2015-02-10,96.0,0.5,3.8,Patchy moderate snow,2.4,9.4,-2.3,07:41 AM,05:36 PM,0.2
2015-02-11,94.0,-0.4,4.0,Mist,2.4,9.4,-3.8,07:39 AM,05:37 PM,0.0
2015-02-12,81.0,2.5,10.0,Sunny,6.4,7.2,-1.3,07:37 AM,05:39 PM,0.0
2015-02-13,73.0,2.3,10.0,Sunny,6.0,9.7,-1.6,07:36 AM,05:41 PM,0.0
2015-02-14,78.0,1.9,10.0,Overcast,4.3,10.8,-1.4,07:34 AM,05:42 PM,0.3
2015-02-15,88.0,-0.9,10.0,Partly cloudy,2.1,9.7,-4.1,07:32 AM,05:44 PM,0.1
2015-02-16,87.0,1.0,10.0,Sunny,4.3,7.2,-3.7,07:31 AM,05:45 PM,0.0
2015-02-17,81.0,-0.1,10.0,Partly cloudy,5.0,7.6,-5.2,07:29 AM,05:47 PM,0.0
2015-02-18,85.0,-0.5,10.0,Partly cloudy,2.5,10.4,-5.6,07:27 AM,05:49 PM,0.0
2015-02-19,81.0,1.5,10.0,Sunny,5.4,10.1,-3.5,07:25 AM,05:50 PM,0.0
2015-02-20,76.0,3.4,10.0,Sunny,6.6,15.1,-0.5,07:23 AM,05:52 PM,0.0
2015-02-21,85.0,2.8,7.8,Heavy snow,4.1,19.8,0.1,07:22 AM,05:53 PM,3.2
2015-02-22,90.0,1.7,5.0,Moderate or heavy snow showers,3.7,7.9,-1.2,07:20 AM,05:55 PM,2.6
2015-02-23,92.0,2.1,7.6,Heavy snow,3.8,21.2,-1.2,07:18 AM,05:57 PM,9.8
2015-02-24,90.0,2.3,7.9,Moderate or heavy snow showers,3.7,16.9,0.3,07:16 AM,05:58 PM,0.9
2015-02-25,89.0,2.1,9.0,Mist,5.6,11.9,-1.4,07:14 AM,06:00 PM,0.1
2015-02-26,88.0,3.0,10.0,Partly cloudy,6.5,12.6,-1.6,07:12 AM,06:01 PM,0.0
2015-02-27,91.0,2.4,7.6,Heavy snow,3.6,18.0,0.6,07:10 AM,06:03 PM,10.1
2015-02-28,91.0,1.3,7.8,Patchy heavy snow,4.0,12.6,-2.5,07:08 AM,06:04 PM,2.7
2015-03-01,90.0,5.3,9.9,Patchy light rain,7.2,26.3,-0.4,07:06 AM,06:06 PM,1.0
2015-03-02,86.0,5.6,8.4,Light rain shower,6.8,29.5,2.1,07:04 AM,06:08 PM,12.1
2015-03-03,79.0,4.3,10.0,Sunny,7.4,22.0,-0.7,07:02 AM,06:09 PM,0.0
2015-03-04,85.0,2.6,7.3,Mist,4.9,19.4,-0.4,07:00 AM,06:11 PM,2.0
2015-03-05,83.0,2.4,7.6,Moderate or heavy snow showers,4.5,20.5,-0.9,06:58 AM,06:12 PM,1.0
2015-03-06,79.0,3.8,10.0,Cloudy,7.9,6.1,-1.1,06:56 AM,06:14 PM,0.0
2015-03-07,67.0,5.0,10.0,Partly cloudy,9.2,10.4,0.0,06:54 AM,06:15 PM,0.0
2015-03-08,70.0,7.5,10.0,Sunny,12.6,10.1,1.4,06:52 AM,06:17 PM,0.0
2015-03-09,69.0,9.3,10.0,Sunny,15.4,6.5,1.9,06:50 AM,06:18 PM,0.0
2015-03-10,71.0,6.6,9.7,Patchy rain possible,8.2,15.2,2.7,06:48 AM,06:20 PM,0.54
2015-03-11,84.0,4.9,7.5,Patchy rain possible,7.3,14.0,1.7,06:46 AM,06:22 PM,1.05
2015-03-12,86.0,5.1,7.1,Patchy rain possible,8.1,15.2,0.8,06:44 AM,06:23 PM,0.91
2015-03-13,83.0,5.0,8.4,Patchy rain possible,7.6,15.2,1.3,06:42 AM,06:25 PM,0.44
2015-03-14,84.0,5.8,8.2,Patchy rain possible,8.8,12.5,1.0,06:39 AM,06:26 PM,0.57
2015-03-15,84.0,5.7,8.3,Patchy rain possible,8.1,12.5,2.1,06:37 AM,06:28 PM,0.4
2015-03-16,83.0,6.7,8.2,Patchy rain possible,9.6,16.8,2.6,06:35 AM,06:29 PM,0.61
2015-03-17,85.0,6.4,7.3,Patchy rain possible,9.1,14.5,2.9,06:33 AM,06:31 PM,0.85
2015-03-18,82.0,5.5,8.6,Patchy rain possible,8.0,14.3,2.2,06:31 AM,06:32 PM,1.22
2015-03-19,67.0,9.9,9.8,Patchy rain possible,14.8,10.6,3.5,06:29 AM,06:34 PM,0.67
2015-03-20,63.0,10.5,10.0,Sunny,14.3,8.6,3.0,06:27 AM,06:35 PM,0.0
2015-03-21,72.0,8.4,9.0,Overcast,11.5,19.1,4.8,06:25 AM,06:37 PM,0.5
2015-03-22,83.0,5.0,8.6,Light rain shower,8.0,25.6,0.6,06:23 AM,06:38 PM,1.1
2015-03-23,81.0,7.9,9.0,Cloudy,12.1,8.6,1.0,06:21 AM,06:40 PM,0.0
2015-03-24,74.0,10.1,9.9,Partly cloudy,14.8,10.1,2.4,06:19 AM,06:41 PM,0.8
2015-03-25,77.0,10.0,9.0,Overcast,13.3,20.9,4.8,06:16 AM,06:43 PM,1.0
2015-03-26,83.0,6.7,7.8,Light drizzle,8.6,19.8,4.3,06:14 AM,06:44 PM,1.2
2015-03-27,77.0,6.8,8.9,Patchy rain possible,9.2,28.1,3.6,06:12 AM,06:46 PM,1.3
2015-03-28,72.0,8.8,9.4,Cloudy,12.0,16.9,2.6,06:10 AM,06:47 PM,0.2
2015-03-29,85.0,9.5,7.9,Light rain,10.0,49.3,6.2,06:08 AM,06:49 PM,5.2
2015-03-30,84.0,6.8,8.4,Light rain shower,7.5,42.5,4.5,06:06 AM,06:50 PM,25.3
2015-03-31,83.0,9.1,7.8,Light rain shower,11.2,59.4,5.2,06:04 AM,06:52 PM,8.7
2015-04-01,80.0,3.6,8.3,Moderate or heavy snow showers,5.1,39.2,1.6,06:02 AM,06:53 PM,10.7
2015-04-02,86.0,4.4,8.5,Heavy rain,5.4,50.0,1.1,06:00 AM,06:55 PM,18.8
2015-04-03,67.0,6.6,10.0,Overcast,10.2,7.9,-0.5,05:58 AM,06:56 PM,0.1
2015-04-04,88.0,3.4,6.6,Moderate or heavy sleet,4.1,15.8,0.4,05:56 AM,06:58 PM,13.0
2015-04-05,72.0,3.6,9.9,Patchy rain possible,6.7,20.2,-1.6,05:54 AM,06:59 PM,0.2
2015-04-06,66.0,4.8,8.9,Light drizzle,7.4,20.9,-0.4,05:52 AM,07:01 PM,0.6
2015-04-07,66.0,6.6,10.0,Partly cloudy,10.2,11.5,-0.6,05:50 AM,07:02 PM,0.0
2015-04-08,64.0,10.2,10.0,Sunny,14.3,9.4,3.0,05:48 AM,07:04 PM,0.0
2015-04-09,73.0,12.3,10.0,Sunny,18.6,11.2,3.0,05:46 AM,07:05 PM,0.0
2015-04-10,65.0,14.8,10.0,Overcast,20.0,9.0,6.0,05:44 AM,07:07 PM,0.0
2015-04-11,71.0,12.6,9.9,Light rain shower,16.2,29.2,8.4,05:42 AM,07:08 PM,2.7
2015-04-12,80.0,13.7,8.6,Patchy rain possible,17.4,8.6,5.9,05:40 AM,07:10 PM,1.1
2015-04-13,77.0,9.8,9.3,Patchy rain possible,12.6,13.8,4.7,05:38 AM,07:11 PM,0.48
2015-04-14,76.0,10.7,9.5,Patchy rain possible,13.5,13.3,3.9,05:36 AM,07:13 PM,0.75
2015-04-15,76.0,10.3,8.9,Patchy rain possible,12.8,13.9,4.2,05:34 AM,07:14 PM,0.68
2015-04-16,56.0,17.8,10.0,Sunny,20.9,15.1,10.7,05:32 AM,07:16 PM,0.0
2015-04-17,82.0,12.3,8.5,Light rain shower,13.9,16.2,6.8,05:30 AM,07:17 PM,12.0
2015-04-18,69.0,7.6,9.9,Sunny,10.8,20.9,3.0,05:28 AM,07:19 PM,0.54
2015-04-19,66.0,9.1,10.0,Sunny,13.1,23.8,2.0,05:26 AM,07:20 PM,0.0
2015-04-20,64.0,12.4,10.0,Partly cloudy,15.6,17.6,2.0,05:24 AM,07:22 PM,0.0
2015-04-21,63.0,15.7,10.0,Partly cloudy,21.2,9.0,4.3,05:22 AM,07:23 PM,0.0
2015-04-22,70.0,12.6,10.0,Sunny,16.0,16.6,5.8,05:20 AM,07:25 PM,0.0
2015-04-23,68.0,11.6,10.0,Sunny,14.0,11.5,3.8,05:18 AM,07:26 PM,0.0
2015-04-24,60.0,14.5,10.0,Sunny,20.0,10.8,3.0,05:17 AM,07:28 PM,0.0
2015-04-25,76.0,14.2,8.9,Patchy light rain with thunder,16.7,20.2,7.5,05:15 AM,07:29 PM,3.3
2015-04-26,78.0,14.7,9.0,Patchy rain possible,19.2,10.8,8.9,05:13 AM,07:31 PM,2.0
2015-04-27,81.0,14.9,7.7,Moderate or heavy rain shower,17.5,23.4,6.9,05:11 AM,07:32 PM,11.61
2015-04-28,78.0,11.9,8.3,Patchy rain possible,14.8,10.7,5.6,05:09 AM,07:34 PM,0.58
2015-04-29,68.0,11.7,10.0,Overcast,14.8,13.3,1.4,05:07 AM,07:35 PM,0.0
2015-04-30,67.0,12.3,9.5,Light rain shower,15.2,22.3,5.9,05:06 AM,07:37 PM,2.7
2015-05-01,95.0,8.8,7.3,Moderate rain,9.4,13.3,6.6,05:04 AM,07:38 PM,32.4
2015-05-02,83.0,12.7,6.6,Light drizzle,15.4,12.6,6.5,05:02 AM,07:40 PM,5.0
2015-05-03,91.0,14.9,8.3,Heavy rain,17.5,20.9,9.5,05:01 AM,07:41 PM,20.4
2015-05-04,79.0,17.6,9.9,Light rain shower,21.2,16.9,12.8,04:59 AM,07:43 PM,0.5
2015-05-05,72.0,19.4,8.8,Patchy light drizzle,22.9,25.9,13.3,04:57 AM,07:44 PM,0.8
2015-05-06,76.0,14.8,8.0,Patchy light drizzle,17.5,21.6,8.7,04:56 AM,07:45 PM,2.2
2015-05-07,71.0,14.0,10.0,Partly cloudy,17.0,19.8,7.1,04:54 AM,07:47 PM,0.1
2015-05-08,68.0,17.3,9.4,Partly cloudy,21.0,14.0,6.1,04:52 AM,07:48 PM,0.3
2015-05-09,83.0,15.5,9.8,Light rain shower,17.3,27.4,9.2,04:51 AM,07:50 PM,3.3
2015-05-10,76.0,16.4,9.8,Patchy rain possible,19.4,18.0,9.2,04:49 AM,07:51 PM,1.7
2015-05-11,66.0,19.9,10.0,Overcast,24.5,14.0,8.8,04:48 AM,07:52 PM,0.0
2015-05-12,65.0,22.9,9.5,Patchy rain possible,27.3,17.6,12.0,04:46 AM,07:54 PM,5.9
2015-05-13,80.0,18.6,8.4,Patchy rain possible,21.7,14.8,12.4,04:45 AM,07:55 PM,7.0
2015-05-14,75.0,16.4,9.6,Patchy rain possible,18.5,9.7,10.9,04:44 AM,07:56 PM,2.4
2015-05-15,83.0,13.3,8.1,Heavy rain,16.6,19.8,9.8,04:42 AM,07:58 PM,27.6
2015-05-16,70.0,15.8,9.4,Partly cloudy,18.5,20.2,8.2,04:41 AM,07:59 PM,0.2
2015-05-17,81.0,15.0,8.5,Light rain shower,17.7,12.2,8.3,04:40 AM,08:00 PM,1.5
2015-05-18,71.0,18.1,10.0,Sunny,21.2,16.9,7.6,04:38 AM,08:02 PM,0.0
2015-05-19,78.0,13.1,10.0,Light rain shower,14.2,23.4,8.0,04:37 AM,08:03 PM,0.8
2015-05-20,80.0,10.2,8.8,Light rain shower,12.1,16.2,6.2,04:36 AM,08:04 PM,9.7
2015-05-21,74.0,11.4,10.0,Partly cloudy,14.5,20.2,4.0,04:35 AM,08:05 PM,0.4
2015-05-22,65.0,14.3,10.0,Sunny,16.6,17.3,3.5,04:34 AM,08:07 PM,0.0
2015-05-23,73.0,15.3,9.9,Patchy rain possible,17.4,16.9,5.7,04:33 AM,08:08 PM,0.5
2015-05-24,78.0,16.4,8.9,Light rain shower,19.2,12.6,7.0,04:32 AM,08:09 PM,2.2
2015-05-25,80.0,16.0,9.5,Moderate or heavy rain shower,17.8,16.2,8.0,04:31 AM,08:10 PM,8.9
2015-05-26,82.0,12.4,8.7,Light rain shower,14.3,16.6,6.5,04:30 AM,08:11 PM,1.85
2015-05-27,77.0,11.9,10.0,Light rain shower,13.5,11.9,3.4,04:29 AM,08:12 PM,0.5
2015-05-28,71.0,16.4,9.9,Partly cloudy,19.7,18.7,4.8,04:28 AM,08:13 PM,0.9
2015-05-29,80.0,17.1,8.8,Light rain shower,19.8,23.4,7.0,04:27 AM,08:14 PM,4.1
2015-05-30,82.0,13.7,10.0,Light rain shower,16.3,25.9,7.9,04:26 AM,08:15 PM,1.1
2015-05-31,73.0,18.0,10.0,Partly cloudy,21.0,14.4,6.7,04:25 AM,08:17 PM,0.1
2015-06-01,85.0,17.3,7.8,Moderate or heavy rain shower,18.4,20.5,8.9,04:25 AM,08:17 PM,10.5
2015-06-02,74.0,20.2,9.0,Partly cloudy,23.5,25.2,10.6,04:24 AM,08:18 PM,0.0
2015-06-03,74.0,20.9,10.0,Partly cloudy,23.6,22.3,14.6,04:23 AM,08:19 PM,0.0
2015-06-04,76.0,23.0,9.0,Sunny,26.1,12.2,10.7,04:23 AM,08:20 PM,0.0
2015-06-05,68.0,26.0,10.0,Sunny,29.6,10.1,15.8,04:22 AM,08:21 PM,0.0
2015-06-06,73.0,25.8,9.1,Moderate or heavy rain shower,28.7,11.9,17.9,04:22 AM,08:22 PM,10.2
2015-06-07,87.0,20.9,8.1,Moderate or heavy rain shower,23.2,19.1,14.7,04:21 AM,08:23 PM,14.1
2015-06-08,93.0,14.3,6.4,Light rain shower,14.8,20.2,10.1,04:21 AM,08:24 PM,19.7
2015-06-09,85.0,13.5,8.0,Light drizzle,14.7,21.2,9.8,04:21 AM,08:24 PM,0.7
2015-06-10,83.0,16.3,8.0,Overcast,18.3,15.1,7.8,04:20 AM,08:25 PM,0.01
2015-06-11,78.0,20.6,10.0,Partly cloudy,23.4,12.6,9.0,04:20 AM,08:26 PM,0.2
2015-06-12,71.0,25.5,9.9,Partly cloudy,28.9,10.1,12.3,04:20 AM,08:26 PM,0.6
2015-06-13,81.0,20.8,9.6,Light rain shower,23.0,19.8,13.2,04:20 AM,08:27 PM,4.3
2015-06-14,74.0,21.7,9.7,Light rain shower,24.0,15.5,12.3,04:19 AM,08:27 PM,1.69
2015-06-15,89.0,15.4,8.0,Patchy light drizzle,17.1,11.5,12.0,04:19 AM,08:28 PM,2.44
2015-06-16,75.0,17.6,9.8,Light rain shower,19.6,20.9,9.3,04:19 AM,08:28 PM,1.97
2015-06-17,70.0,15.8,10.0,Sunny,18.7,10.8,6.8,04:19 AM,08:29 PM,0.06
2015-06-18,88.0,15.0,9.0,Moderate rain,16.0,20.5,10.5,04:19 AM,08:29 PM,15.9
2015-06-19,81.0,14.3,7.8,Patchy rain possible,16.6,21.2,7.4,04:19 AM,08:29 PM,1.2
2015-06-20,85.0,12.8,8.9,Light rain shower,14.2,21.2,6.5,04:20 AM,08:30 PM,3.6
2015-06-21,79.0,16.0,9.6,Patchy rain possible,19.5,15.1,8.2,04:20 AM,08:30 PM,3.9
2015-06-22,86.0,15.5,8.4,Light rain shower,17.2,27.7,10.0,04:20 AM,08:30 PM,10.9
2015-06-23,83.0,13.0,9.3,Light rain shower,15.2,23.4,8.3,04:20 AM,08:30 PM,11.4
2015-06-24,75.0,16.9,10.0,Partly cloudy,19.6,8.3,5.9,04:20 AM,08:30 PM,0.1
2015-06-25,69.0,20.3,10.0,Partly cloudy,22.9,7.6,8.0,04:21 AM,08:30 PM,0.1
2015-06-26,63.0,22.5,10.0,Partly cloudy,25.2,7.9,9.1,04:21 AM,08:30 PM,0.0
2015-06-27,74.0,20.9,9.0,Patchy light rain with thunder,23.5,24.5,13.4,04:22 AM,08:30 PM,11.5
2015-06-28,70.0,20.8,9.9,Partly cloudy,23.7,7.9,10.3,04:22 AM,08:30 PM,0.4
2015-06-29,66.0,23.6,10.0,Partly cloudy,26.5,7.6,11.6,04:23 AM,08:30 PM,0.1
2015-06-30,66.0,24.8,10.0,Sunny,26.9,10.4,13.1,04:23 AM,08:30 PM,0.1
2015-07-01,64.0,27.1,10.0,Sunny,30.2,13.3,16.2,04:24 AM,08:30 PM,0.0
2015-07-02,66.0,28.8,10.0,Sunny,32.5,11.5,18.2,04:24 AM,08:29 PM,0.0
2015-07-03,62.0,31.2,10.0,Sunny,34.8,12.2,19.4,04:25 AM,08:29 PM,0.0
2015-07-04,61.0,31.2,10.0,Sunny,34.5,11.2,21.7,04:26 AM,08:29 PM,0.0
2015-07-05,56.0,32.1,10.0,Sunny,35.6,14.0,19.1,04:26 AM,08:28 PM,0.6
2015-07-06,72.0,24.1,9.9,Light rain shower,28.0,15.1,18.1,04:27 AM,08:28 PM,0.8
2015-07-07,61.0,29.3,10.0,Sunny,32.9,18.4,17.0,04:28 AM,08:27 PM,2.2
2015-07-08,74.0,18.0,8.9,Light rain shower,20.4,31.7,14.0,04:29 AM,08:27 PM,5.9
2015-07-09,71.0,17.3,9.9,Light rain shower,19.4,25.2,11.7,04:30 AM,08:26 PM,2.0
2015-07-10,65.0,19.9,10.0,Partly cloudy,23.2,9.7,9.2,04:31 AM,08:26 PM,0.0
2015-07-11,62.0,24.2,10.0,Sunny,27.6,23.4,12.2,04:32 AM,08:25 PM,0.6
2015-07-12,68.0,22.5,9.4,Partly cloudy,25.0,24.5,15.0,04:32 AM,08:24 PM,0.4
2015-07-13,73.0,20.5,9.0,Cloudy,22.8,17.6,13.3,04:33 AM,08:24 PM,0.3
2015-07-14,73.0,23.1,9.9,Patchy rain possible,25.6,23.4,15.5,04:34 AM,08:23 PM,0.7
2015-07-15,75.0,23.3,8.8,Patchy rain possible,26.1,8.6,12.6,04:36 AM,08:22 PM,0.39
2015-07-16,65.0,27.6,10.0,Sunny,30.7,7.9,16.3,04:37 AM,08:21 PM,0.1
2015-07-17,57.0,29.9,10.0,Sunny,33.7,12.2,18.2,04:38 AM,08:20 PM,0.6
2015-07-18,67.0,26.3,9.8,Patchy rain possible,27.8,17.6,19.5,04:39 AM,08:19 PM,2.4
2015-07-19,69.0,25.8,9.6,Patchy rain possible,28.4,30.6,18.0,04:40 AM,08:18 PM,1.9
2015-07-20,72.0,25.1,9.9,Light rain shower,27.8,12.2,15.5,04:41 AM,08:17 PM,1.5
2015-07-21,69.0,26.0,10.0,Partly cloudy,29.1,11.2,17.8,04:42 AM,08:16 PM,0.1
2015-07-22,63.0,29.3,9.4,Thundery outbreaks possible,32.6,17.6,18.8,04:43 AM,08:15 PM,4.7
2015-07-23,72.0,22.4,9.6,Cloudy,24.5,10.8,17.8,04:45 AM,08:14 PM,7.9
2015-07-24,67.0,25.4,10.0,Patchy light rain with thunder,29.2,13.3,14.3,04:46 AM,08:13 PM,2.4
2015-07-25,67.0,18.7,9.9,Partly cloudy,20.4,44.3,12.1,04:47 AM,08:11 PM,0.4
2015-07-26,65.0,18.5,8.4,Light drizzle,21.6,12.2,8.5,04:48 AM,08:10 PM,0.9
2015-07-27,71.0,19.1,9.9,Light rain shower,21.6,39.2,13.9,04:50 AM,08:09 PM,1.5
2015-07-28,71.0,18.1,9.1,Patchy rain possible,20.6,32.8,13.1,04:51 AM,08:08 PM,1.7
2015-07-29,83.0,14.5,8.8,Patchy light drizzle,15.2,16.6,10.4,04:52 AM,08:06 PM,1.0
2015-07-30,64.0,16.9,9.9,Partly cloudy,19.2,14.8,8.5,04:54 AM,08:05 PM,0.4
2015-07-31,64.0,17.9,10.0,Sunny,22.3,14.8,8.7,04:55 AM,08:04 PM,0.01
2015-08-01,71.0,19.1,8.1,Patchy light rain,22.6,14.4,11.1,04:56 AM,08:02 PM,2.3
2015-08-02,66.0,23.1,9.9,Sunny,26.8,10.8,11.7,04:58 AM,08:01 PM,0.3
2015-08-03,60.0,26.1,10.0,Sunny,31.4,13.7,14.8,04:59 AM,07:59 PM,0.0
2015-08-04,70.0,23.2,9.1,Patchy light drizzle,26.7,24.8,16.2,05:00 AM,07:58 PM,1.6
2015-08-05,75.0,23.9,9.0,Cloudy,28.6,10.8,12.8,05:02 AM,07:56 PM,0.0
2015-08-06,58.0,29.0,10.0,Sunny,33.5,12.6,17.3,05:03 AM,07:55 PM,0.0
2015-08-07,50.0,30.8,10.0,Sunny,36.1,8.3,19.3,05:04 AM,07:53 PM,0.0
2015-08-08,60.0,27.8,10.0,Sunny,31.5,16.2,20.1,05:06 AM,07:51 PM,0.4
2015-08-09,74.0,26.3,8.3,Patchy light rain with thunder,31.3,14.4,16.9,05:07 AM,07:50 PM,10.5
2015-08-10,84.0,23.0,9.0,Light rain shower,25.6,14.8,17.1,05:09 AM,07:48 PM,12.2
2015-08-11,81.0,23.7,8.5,Patchy rain possible,27.4,11.9,15.8,05:10 AM,07:46 PM,3.2
2015-08-12,71.0,27.1,8.9,Sunny,30.9,10.4,18.1,05:11 AM,07:45 PM,1.4
2015-08-13,62.0,28.5,9.9,Sunny,33.1,13.0,17.6,05:13 AM,07:43 PM,1.4
2015-08-14,68.0,23.0,8.8,Heavy rain,27.3,14.0,15.8,05:14 AM,07:41 PM,25.77
2015-08-15,79.0,19.8,9.0,Light rain shower,22.4,18.4,13.6,05:16 AM,07:39 PM,11.1
2015-08-16,91.0,16.1,6.9,Light rain shower,18.1,16.6,12.9,05:17 AM,07:38 PM,25.4
2015-08-17,88.0,15.3,4.8,Patchy light rain,17.2,11.9,11.1,05:19 AM,07:36 PM,2.2
2015-08-18,76.0,16.9,9.0,Cloudy,19.8,11.2,9.6,05:20 AM,07:34 PM,0.0
2015-08-19,79.0,15.9,7.9,Light rain,18.7,9.4,10.6,05:21 AM,07:32 PM,3.3
2015-08-20,74.0,18.2,9.9,Patchy rain possible,21.1,9.7,8.7,05:23 AM,07:30 PM,0.6
2015-08-21,70.0,19.5,10.0,Partly cloudy,23.1,7.2,9.5,05:24 AM,07:28 PM,0.0
2015-08-22,63.0,20.3,10.0,Sunny,24.0,14.4,11.5,05:26 AM,07:26 PM,0.0
2015-08-23,74.0,19.8,9.4,Light rain shower,24.8,13.7,11.4,05:27 AM,07:25 PM,7.33
2015-08-24,84.0,18.9,8.8,Light rain shower,21.5,18.4,13.3,05:28 AM,07:23 PM,9.0
2015-08-25,68.0,17.0,10.0,Sunny,20.7,20.9,11.2,05:30 AM,07:21 PM,0.0
2015-08-26,58.0,21.4,10.0,Sunny,26.2,12.6,12.0,05:31 AM,07:19 PM,0.0
2015-08-27,58.0,24.6,10.0,Sunny,29.2,18.4,15.5,05:33 AM,07:17 PM,0.0
2015-08-28,70.0,23.6,9.0,Partly cloudy,27.3,14.8,17.4,05:34 AM,07:15 PM,0.1
2015-08-29,73.0,25.5,9.0,Sunny,31.5,10.8,15.4,05:36 AM,07:13 PM,0.0
2015-08-30,62.0,28.0,9.8,Patchy rain possible,33.7,8.3,19.5,05:37 AM,07:11 PM,2.5
2015-08-31,59.0,26.8,9.8,Sunny,30.6,14.8,17.3,05:38 AM,07:08 PM,0.0
2015-09-01,80.0,16.4,8.6,Patchy rain possible,19.3,10.0,10.9,05:40 AM,07:06 PM,0.92
2015-09-02,77.0,17.0,9.7,Light rain shower,20.1,4.7,12.0,05:41 AM,07:04 PM,0.72
