datum,verbrauch,wochentag,feiertag,arbeitstag
2016-12-28,150077,Mittwoch,,1
2016-12-29,152737,Donnerstag,,1
2016-12-30,153727,Freitag,,1
2016-12-31,143726,Samstag,,0
2017-01-01,131718,Sonntag,Neujahr,0
2017-01-02,173860,Montag,,1
2017-01-03,181001,Dienstag,,1
2017-01-04,185968,Mittwoch,,1
2017-01-05,182875,Donnerstag,,1
2017-01-06,155082,Freitag,Heilige Drei Koenige,0
2017-01-07,163791,Samstag,,0
2017-01-08,152883,Sonntag,,0
2017-01-09,202521,Montag,,1
2017-01-10,210340,Dienstag,,1
2017-01-11,213278,Mittwoch,,1
2017-01-12,206764,Donnerstag,,1
2017-01-13,206362,Freitag,,1
2017-01-14,169381,Samstag,,0
2017-01-15,154453,Sonntag,,0
2017-01-16,209641,Montag,,1
2017-01-17,215636,Dienstag,,1
2017-01-18,216942,Mittwoch,,1
2017-01-19,218042,Donnerstag,,1
2017-01-20,218170,Freitag,,1
2017-01-21,187921,Samstag,,0
2017-01-22,174193,Sonntag,,0
2017-01-23,226423,Montag,,1
2017-01-24,227529,Dienstag,,1
2017-01-25,225935,Mittwoch,,1
2017-01-26,219114,Donnerstag,,1
2017-01-27,213164,Freitag,,1
2017-01-28,173284,Samstag,,0
2017-01-29,153429,Sonntag,,0
2017-01-30,207452,Montag,,1
2017-01-31,205728,Dienstag,,1
2017-02-01,205019,Mittwoch,,1
2017-02-02,199640,Donnerstag,,1
2017-02-03,195372,Freitag,,1
2017-02-04,161277,Samstag,,0
2017-02-05,143488,Sonntag,,0
2017-02-06,194967,Montag,,1
2017-02-07,201169,Dienstag,,1
2017-02-08,202858,Mittwoch,,1
2017-02-09,208537,Donnerstag,,1
2017-02-10,202439,Freitag,,1
2017-02-11,163472,Samstag,,0
2017-02-12,147495,Sonntag,,0
2017-02-13,204195,Montag,,1
2017-02-14,202589,Dienstag,,1
2017-02-15,201514,Mittwoch,,1
2017-02-16,196320,Donnerstag,,1
2017-02-17,195131,Freitag,,1
2017-02-18,157213,Samstag,,0
2017-02-19,141244,Sonntag,,0
2017-02-20,195180,Montag,,1
2017-02-21,199243,Dienstag,,1
2017-02-22,198775,Mittwoch,,1
2017-02-23,191973,Donnerstag,,1
2017-02-24,191055,Freitag,,1
2017-02-25,152225,Samstag,,0
2017-02-26,133853,Sonntag,,0
2017-02-27,176220,Montag,,1
2017-02-28,188826,Dienstag,,1
2017-03-01,193729,Mittwoch,,1
2017-03-02,188555,Donnerstag,,1
2017-03-03,187023,Freitag,,1
2017-03-04,149050,Samstag,,0
2017-03-05,132983,Sonntag,,0
2017-03-06,188716,Montag,,1
2017-03-07,196302,Dienstag,,1
2017-03-08,196315,Mittwoch,,1
2017-03-09,192137,Donnerstag,,1
2017-03-10,184332,Freitag,,1
2017-03-11,148066,Samstag,,0
2017-03-12,129110,Sonntag,,0
2017-03-13,181454,Montag,,1
2017-03-14,184431,Dienstag,,1
2017-03-15,185736,Mittwoch,,1
2017-03-16,183801,Donnerstag,,1
2017-03-17,179281,Freitag,,1
2017-03-18,148686,Samstag,,0
2017-03-19,128107,Sonntag,,0
2017-03-20,179373,Montag,,1
2017-03-21,186583,Dienstag,,1
2017-03-22,190817,Mittwoch,,1
2017-03-23,184512,Donnerstag,,1
2017-03-24,187209,Freitag,,1
2017-03-25,144227,Samstag,,0
2017-03-26,121413,Sonntag,,0
2017-03-27,179595,Montag,,1
2017-03-28,183974,Dienstag,,1
2017-03-29,183262,Mittwoch,,1
2017-03-30,179217,Donnerstag,,1
2017-03-31,177681,Freitag,,1
2017-04-01,139448,Samstag,,0
2017-04-02,121515,Sonntag,,0
2017-04-03,177048,Montag,,1
2017-04-04,183855,Dienstag,,1
2017-04-05,184082,Mittwoch,,1
2017-04-06,182456,Donnerstag,,1
2017-04-07,176184,Freitag,,1
2017-04-08,136181,Samstag,,0
2017-04-09,118134,Sonntag,,0
2017-04-10,173576,Montag,,1
2017-04-11,176309,Dienstag,,1
2017-04-12,178172,Mittwoch,,1
2017-04-13,172419,Donnerstag,,1
2017-04-14,124092,Freitag,Karfreitag,0
2017-04-15,124654,Samstag,,0
2017-04-16,111217,Sonntag,,0
2017-04-17,115314,Montag,Ostermontag,0
2017-04-18,173479,Dienstag,,1
2017-04-19,183850,Mittwoch,,1
2017-04-20,180015,Donnerstag,,1
2017-04-21,178358,Freitag,,1
2017-04-22,146883,Samstag,,0
2017-04-23,124221,Sonntag,,0
2017-04-24,179671,Montag,,1
2017-04-25,188833,Dienstag,,1
2017-04-26,191052,Mittwoch,,1
2017-04-27,188807,Donnerstag,,1
2017-04-28,181766,Freitag,,1
2017-04-29,140919,Samstag,,0
2017-04-30,121781,Sonntag,,0
2017-05-01,124211,Montag,Erster Mai,0
2017-05-02,178147,Dienstag,,1
2017-05-03,183536,Mittwoch,,1
2017-05-04,185255,Donnerstag,,1
2017-05-05,178576,Freitag,,1
2017-05-06,142677,Samstag,,0
2017-05-07,125408,Sonntag,,0
2017-05-08,184308,Montag,,1
2017-05-09,183206,Dienstag,,1
2017-05-10,180674,Mittwoch,,1
2017-05-11,181006,Donnerstag,,1
2017-05-12,176178,Freitag,,1
2017-05-13,139496,Samstag,,0
2017-05-14,119304,Sonntag,,0
2017-05-15,172654,Montag,,1
2017-05-16,177276,Dienstag,,1
2017-05-17,180331,Mittwoch,,1
2017-05-18,180034,Donnerstag,,1
2017-05-19,178116,Freitag,,1
2017-05-20,137152,Samstag,,0
2017-05-21,116388,Sonntag,,0
2017-05-22,173419,Montag,,1
2017-05-23,180338,Dienstag,,1
2017-05-24,174652,Mittwoch,,1
2017-05-25,125214,Donnerstag,Christi Himmelfahrt,0
2017-05-26,147426,Freitag,,1
2017-05-27,133787,Samstag,,0
2017-05-28,121612,Sonntag,,0
2017-05-29,181527,Montag,,1
2017-05-30,186469,Dienstag,,1
2017-05-31,182413,Mittwoch,,1
2017-06-01,179846,Donnerstag,,1
2017-06-02,177959,Freitag,,1
2017-06-03,136481,Samstag,,0
2017-06-04,107596,Sonntag,,0
2017-06-05,108357,Montag,Pfingstmontag,0
2017-06-06,165299,Dienstag,,1
2017-06-07,171730,Mittwoch,,1
2017-06-08,170080,Donnerstag,,1
2017-06-09,169933,Freitag,,1
2017-06-10,131141,Samstag,,0
2017-06-11,115807,Sonntag,,0
2017-06-12,172737,Montag,,1
2017-06-13,175715,Dienstag,,1
2017-06-14,171802,Mittwoch,,1
2017-06-15,131210,Donnerstag,Fronleichnam,0
2017-06-16,150851,Freitag,,1
2017-06-17,130999,Samstag,,0
2017-06-18,118642,Sonntag,,0
2017-06-19,178722,Montag,,1
2017-06-20,188782,Dienstag,,1
2017-06-21,189658,Mittwoch,,1
2017-06-22,189408,Donnerstag,,1
2017-06-23,185396,Freitag,,1
2017-06-24,143426,Samstag,,0
2017-06-25,123476,Sonntag,,0
2017-06-26,180167,Montag,,1
2017-06-27,188440,Dienstag,,1
2017-06-28,185117,Mittwoch,,1
2017-06-29,177757,Donnerstag,,1
2017-06-30,174025,Freitag,,1
2017-07-01,135861,Samstag,,0
2017-07-02,119352,Sonntag,,0
2017-07-03,173405,Montag,,1
2017-07-04,180578,Dienstag,,1
2017-07-05,183484,Mittwoch,,1
2017-07-06,185245,Donnerstag,,1
2017-07-07,185279,Freitag,,1
2017-07-08,145832,Samstag,,0
2017-07-09,125408,Sonntag,,0
2017-07-10,179620,Montag,,1
2017-07-11,181255,Dienstag,,1
2017-07-12,183170,Mittwoch,,1
2017-07-13,178086,Donnerstag,,1
2017-07-14,176829,Freitag,,1
2017-07-15,137263,Samstag,,0
2017-07-16,119058,Sonntag,,0
2017-07-17,177597,Montag,,1
2017-07-18,186408,Dienstag,,1
2017-07-19,189069,Mittwoch,,1
2017-07-20,184884,Donnerstag,,1
2017-07-21,180141,Freitag,,1
2017-07-22,141744,Samstag,,0
2017-07-23,122287,Sonntag,,0
2017-07-24,175279,Montag,,1
2017-07-25,180266,Dienstag,,1
2017-07-26,179437,Mittwoch,,1
2017-07-27,176199,Donnerstag,,1
2017-07-28,169360,Freitag,,1
2017-07-29,133733,Samstag,,0
2017-07-30,119830,Sonntag,,0
2017-07-31,171195,Montag,,1
2017-08-01,178566,Dienstag,,1
2017-08-02,175419,Mittwoch,,1
2017-08-03,177878,Donnerstag,,1
2017-08-04,170314,Freitag,,1
2017-08-05,134370,Samstag,,0
2017-08-06,112404,Sonntag,,0
2017-08-07,160367,Montag,,1
2017-08-08,167388,Dienstag,,1
2017-08-09,165844,Mittwoch,,1
2017-08-10,165738,Donnerstag,,1
2017-08-11,160837,Freitag,,1
2017-08-12,127236,Samstag,,0
2017-08-13,111734,Sonntag,,0
2017-08-14,157940,Montag,,1
2017-08-15,166110,Dienstag,,1
2017-08-16,164154,Mittwoch,,1
2017-08-17,165438,Donnerstag,,1
2017-08-18,163159,Freitag,,1
2017-08-19,128149,Samstag,,0
2017-08-20,112374,Sonntag,,0
2017-08-21,160409,Montag,,1
2017-08-22,167963,Dienstag,,1
2017-08-23,170226,Mittwoch,,1
2017-08-24,170958,Donnerstag,,1
2017-08-25,169438,Freitag,,1
2017-08-26,136123,Samstag,,0
2017-08-27,119614,Sonntag,,0
2017-08-28,173023,Montag,,1
2017-08-29,179370,Dienstag,,1
2017-08-30,181898,Mittwoch,,1
2017-08-31,177814,Donnerstag,,1
2017-09-01,166165,Freitag,,1
2017-09-02,128102,Samstag,,0
2017-09-03,112472,Sonntag,,0
2017-09-04,165278,Montag,,1
2017-09-05,171769,Dienstag,,1
2017-09-06,173187,Mittwoch,,1
2017-09-07,173101,Donnerstag,,1
2017-09-08,170220,Freitag,,1
2017-09-09,137238,Samstag,,0
2017-09-10,117032,Sonntag,,0
2017-09-11,171496,Montag,,1
2017-09-12,177444,Dienstag,,1
2017-09-13,183385,Mittwoch,,1
2017-09-14,181018,Donnerstag,,1
2017-09-15,172984,Freitag,,1
2017-09-16,137033,Samstag,,0
2017-09-17,119547,Sonntag,,0
2017-09-18,174470,Montag,,1
2017-09-19,181130,Dienstag,,1
2017-09-20,179659,Mittwoch,,1
2017-09-21,175968,Donnerstag,,1
2017-09-22,174250,Freitag,,1
2017-09-23,138032,Samstag,,0
2017-09-24,121802,Sonntag,,0
2017-09-25,173904,Montag,,1
2017-09-26,180007,Dienstag,,1
2017-09-27,181173,Mittwoch,,1
2017-09-28,180621,Donnerstag,,1
2017-09-29,181344,Freitag,,1
2017-09-30,145076,Samstag,,0
2017-10-01,122845,Sonntag,,0
2017-10-02,158101,Montag,,1
2017-10-03,132906,Dienstag,Tag der Deutschen Einheit,0
2017-10-04,179579,Mittwoch,,1
2017-10-05,181230,Donnerstag,,1
2017-10-06,182371,Freitag,,1
2017-10-07,144665,Samstag,,0
2017-10-08,128546,Sonntag,,0
2017-10-09,185718,Montag,,1
2017-10-10,194812,Dienstag,,1
2017-10-11,191720,Mittwoch,,1
2017-10-12,190567,Donnerstag,,1
2017-10-13,186077,Freitag,,1
2017-10-14,148731,Samstag,,0
2017-10-15,128135,Sonntag,,0
2017-10-16,187253,Montag,,1
2017-10-17,191928,Dienstag,,1
2017-10-18,191827,Mittwoch,,1
2017-10-19,191330,Donnerstag,,1
2017-10-20,190763,Freitag,,1
2017-10-21,151967,Samstag,,0
2017-10-22,133788,Sonntag,,0
2017-10-23,193880,Montag,,1
2017-10-24,196219,Dienstag,,1
2017-10-25,196362,Mittwoch,,1
2017-10-26,195431,Donnerstag,,1
2017-10-27,192726,Freitag,,1
2017-10-28,155087,Samstag,,0
2017-10-29,143127,Sonntag,,0
2017-10-30,164823,Montag,,1
2017-10-31,139898,Dienstag,Reformationstag,0
2017-11-01,138189,Mittwoch,Allerheiligen,0
2017-11-02,184883,Donnerstag,,1
2017-11-03,188332,Freitag,,1
2017-11-04,154509,Samstag,,0
2017-11-05,138368,Sonntag,,0
2017-11-06,197441,Montag,,1
2017-11-07,206317,Dienstag,,1
2017-11-08,206907,Mittwoch,,1
2017-11-09,204962,Donnerstag,,1
2017-11-10,202148,Freitag,,1
2017-11-11,163666,Samstag,,0
2017-11-12,147656,Sonntag,,0
2017-11-13,205325,Montag,,1
2017-11-14,209566,Dienstag,,1
2017-11-15,208074,Mittwoch,,1
2017-11-16,210764,Donnerstag,,1
2017-11-17,207029,Freitag,,1
2017-11-18,170141,Samstag,,0
2017-11-19,151785,Sonntag,,0
2017-11-20,207570,Montag,,1
2017-11-21,209947,Dienstag,,1
2017-11-22,209460,Mittwoch,,1
2017-11-23,206972,Donnerstag,,1
2017-11-24,201132,Freitag,,1
2017-11-25,167968,Samstag,,0
2017-11-26,151367,Sonntag,,0
2017-11-27,204918,Montag,,1
2017-11-28,207393,Dienstag,,1
2017-11-29,206676,Mittwoch,,1
2017-11-30,207719,Donnerstag,,1
2017-12-01,203902,Freitag,,1
2017-12-02,169872,Samstag,,0
2017-12-03,154358,Sonntag,,0
2017-12-04,207280,Montag,,1
2017-12-05,208292,Dienstag,,1
2017-12-06,207541,Mittwoch,,1
2017-12-07,204400,Donnerstag,,1
2017-12-08,200726,Freitag,,1
2017-12-09,166916,Samstag,,0
2017-12-10,152338,Sonntag,,0
2017-12-11,202658,Montag,,1
2017-12-12,207809,Dienstag,,1
2017-12-13,205420,Mittwoch,,1
2017-12-14,203347,Donnerstag,,1
2017-12-15,195427,Freitag,,1
2017-12-16,161392,Samstag,,0
2017-12-17,146689,Sonntag,,0
2017-12-18,194808,Montag,,1
2017-12-19,198135,Dienstag,,1
2017-12-20,194305,Mittwoch,,1
2017-12-21,184046,Donnerstag,,1
2017-12-22,166301,Freitag,,1
2017-12-23,139850,Samstag,,0
2017-12-24,123649,Sonntag,,0
2017-12-25,120527,Montag,Erster Weihnachtsfeiertag,0
2017-12-26,124671,Dienstag,Zweiter Weihnachtsfeiertag,0
2017-12-27,145704,Mittwoch,,1
2017-12-28,150171,Donnerstag,,1
2017-12-29,147895,Freitag,,1
2017-12-30,134215,Samstag,,0
2017-12-31,117836,Sonntag,,0
2018-01-01,118195,Montag,Neujahr,0
2018-01-02,161049,Dienstag,,1
2018-01-03,173224,Mittwoch,,1
2018-01-04,174995,Donnerstag,,1
2018-01-05,171133,Freitag,,1
2018-01-06,132830,Samstag,Heilige Drei Koenige,0
2018-01-07,132819,Sonntag,,0
2018-01-08,186829,Montag,,1
2018-01-09,192389,Dienstag,,1
2018-01-10,190873,Mittwoch,,1
2018-01-11,192690,Donnerstag,,1
2018-01-12,191951,Freitag,,1
2018-01-13,157611,Samstag,,0
2018-01-14,142325,Sonntag,,0
2018-01-15,198687,Montag,,1
2018-01-16,202024,Dienstag,,1
2018-01-17,204998,Mittwoch,,1
2018-01-18,201342,Donnerstag,,1
2018-01-19,194608,Freitag,,1
2018-01-20,160868,Samstag,,0
2018-01-21,142446,Sonntag,,0
2018-01-22,195774,Montag,,1
2018-01-23,198490,Dienstag,,1
2018-01-24,192625,Mittwoch,,1
2018-01-25,192734,Donnerstag,,1
2018-01-26,190458,Freitag,,1
2018-01-27,154130,Samstag,,0
2018-01-28,136529,Sonntag,,0
2018-01-29,189766,Montag,,1
2018-01-30,195425,Dienstag,,1
2018-01-31,195726,Mittwoch,,1
2018-02-01,198319,Donnerstag,,1
2018-02-02,192949,Freitag,,1
2018-02-03,157375,Samstag,,0
2018-02-04,143648,Sonntag,,0
2018-02-05,197903,Montag,,1
2018-02-06,200880,Dienstag,,1
2018-02-07,204598,Mittwoch,,1
2018-02-08,200488,Donnerstag,,1
2018-02-09,200206,Freitag,,1
2018-02-10,160797,Samstag,,0
2018-02-11,143119,Sonntag,,0
2018-02-12,191369,Montag,,1
2018-02-13,195973,Dienstag,,1
2018-02-14,200218,Mittwoch,,1
2018-02-15,200560,Donnerstag,,1
2018-02-16,192591,Freitag,,1
2018-02-17,162549,Samstag,,0
2018-02-18,147116,Sonntag,,0
2018-02-19,199291,Montag,,1
2018-02-20,205958,Dienstag,,1
2018-02-21,204991,Mittwoch,,1
2018-02-22,207700,Donnerstag,,1
2018-02-23,204049,Freitag,,1
2018-02-24,164909,Samstag,,0
2018-02-25,148406,Sonntag,,0
2018-02-26,204166,Montag,,1
2018-02-27,213427,Dienstag,,1
2018-02-28,213823,Mittwoch,,1
2018-03-01,212516,Donnerstag,,1
2018-03-02,208625,Freitag,,1
2018-03-03,164974,Samstag,,0
2018-03-04,140174,Sonntag,,0
2018-03-05,186923,Montag,,1
2018-03-06,193768,Dienstag,,1
2018-03-07,194291,Mittwoch,,1
2018-03-08,190690,Donnerstag,,1
2018-03-09,187421,Freitag,,1
2018-03-10,147900,Samstag,,0
2018-03-11,131514,Sonntag,,0
2018-03-12,181404,Montag,,1
2018-03-13,191205,Dienstag,,1
2018-03-14,186844,Mittwoch,,1
2018-03-15,190237,Donnerstag,,1
2018-03-16,185740,Freitag,,1
2018-03-17,159064,Samstag,,0
2018-03-18,149815,Sonntag,,0
2018-03-19,199872,Montag,,1
2018-03-20,203440,Dienstag,,1
2018-03-21,199257,Mittwoch,,1
2018-03-22,198170,Donnerstag,,1
2018-03-23,193871,Freitag,,1
2018-03-24,152956,Samstag,,0
2018-03-25,128291,Sonntag,,0
2018-03-26,187185,Montag,,1
2018-03-27,188066,Dienstag,,1
2018-03-28,186483,Mittwoch,,1
2018-03-29,178924,Donnerstag,,1
2018-03-30,132760,Freitag,Karfreitag,0
2018-03-31,131277,Samstag,,0
2018-04-01,118972,Sonntag,,0
2018-04-02,118212,Montag,Ostermontag,0
2018-04-03,170247,Dienstag,,1
2018-04-04,178996,Mittwoch,,1
2018-04-05,181970,Donnerstag,,1
2018-04-06,175977,Freitag,,1
2018-04-07,140424,Samstag,,0
2018-04-08,120971,Sonntag,,0
2018-04-09,176705,Montag,,1
2018-04-10,178799,Dienstag,,1
2018-04-11,178382,Mittwoch,,1
2018-04-12,177508,Donnerstag,,1
2018-04-13,178873,Freitag,,1
2018-04-14,139107,Samstag,,0
2018-04-15,119653,Sonntag,,0
2018-04-16,174499,Montag,,1
2018-04-17,177741,Dienstag,,1
2018-04-18,175640,Mittwoch,,1
2018-04-19,175510,Donnerstag,,1
2018-04-20,174917,Freitag,,1
2018-04-21,137659,Samstag,,0
2018-04-22,118820,Sonntag,,0
2018-04-23,176552,Montag,,1
2018-04-24,178841,Dienstag,,1
2018-04-25,179389,Mittwoch,,1
2018-04-26,177095,Donnerstag,,1
2018-04-27,172812,Freitag,,1
2018-04-28,135262,Samstag,,0
2018-04-29,116419,Sonntag,,0
2018-04-30,148845,Montag,,1
2018-05-01,119018,Dienstag,Erster Mai,0
2018-05-02,168906,Mittwoch,,1
2018-05-03,176852,Donnerstag,,1
2018-05-04,173264,Freitag,,1
2018-05-05,135949,Samstag,,0
2018-05-06,118165,Sonntag,,0
2018-05-07,172476,Montag,,1
2018-05-08,177583,Dienstag,,1
2018-05-09,173428,Mittwoch,,1
2018-05-10,129273,Donnerstag,Christi Himmelfahrt,0
2018-05-11,147841,Freitag,,1
2018-05-12,130672,Samstag,,0
2018-05-13,119221,Sonntag,,0
2018-05-14,175905,Montag,,1
2018-05-15,177819,Dienstag,,1
2018-05-16,180202,Mittwoch,,1
2018-05-17,178351,Donnerstag,,1
2018-05-18,170735,Freitag,,1
2018-05-19,132023,Samstag,,0
2018-05-20,110677,Sonntag,,0
2018-05-21,110895,Montag,Pfingstmontag,0
2018-05-22,163699,Dienstag,,1
2018-05-23,168934,Mittwoch,,1
2018-05-24,169923,Donnerstag,,1
2018-05-25,165134,Freitag,,1
2018-05-26,131168,Samstag,,0
2018-05-27,115430,Sonntag,,0
2018-05-28,170517,Montag,,1
2018-05-29,175327,Dienstag,,1
2018-05-30,169792,Mittwoch,,1
2018-05-31,126572,Donnerstag,Fronleichnam,0
2018-06-01,144611,Freitag,,1
2018-06-02,127865,Samstag,,0
2018-06-03,116131,Sonntag,,0
2018-06-04,173602,Montag,,1
2018-06-05,183391,Dienstag,,1
2018-06-06,185484,Mittwoch,,1
2018-06-07,180891,Donnerstag,,1
2018-06-08,179573,Freitag,,1
2018-06-09,140200,Samstag,,0
2018-06-10,122041,Sonntag,,0
2018-06-11,180427,Montag,,1
2018-06-12,183297,Dienstag,,1
2018-06-13,180048,Mittwoch,,1
2018-06-14,176026,Donnerstag,,1
2018-06-15,170357,Freitag,,1
2018-06-16,135189,Samstag,,0
2018-06-17,119392,Sonntag,,0
2018-06-18,172198,Montag,,1
2018-06-19,180049,Dienstag,,1
2018-06-20,182648,Mittwoch,,1
2018-06-21,182984,Donnerstag,,1
2018-06-22,172690,Freitag,,1
2018-06-23,135386,Samstag,,0
2018-06-24,116861,Sonntag,,0
2018-06-25,172312,Montag,,1
2018-06-26,181163,Dienstag,,1
2018-06-27,179584,Mittwoch,,1
2018-06-28,178051,Donnerstag,,1
2018-06-29,177831,Freitag,,1
2018-06-30,146701,Samstag,,0
2018-07-01,129213,Sonntag,,0
2018-07-02,180783,Montag,,1
2018-07-03,185112,Dienstag,,1
2018-07-04,183526,Mittwoch,,1
2018-07-05,183201,Donnerstag,,1
2018-07-06,179227,Freitag,,1
2018-07-07,137862,Samstag,,0
2018-07-08,119500,Sonntag,,0
2018-07-09,175378,Montag,,1
2018-07-10,179712,Dienstag,,1
2018-07-11,177878,Mittwoch,,1
2018-07-12,176321,Donnerstag,,1
2018-07-13,176369,Freitag,,1
2018-07-14,139777,Samstag,,0
2018-07-15,122918,Sonntag,,0
2018-07-16,175164,Montag,,1
2018-07-17,182768,Dienstag,,1
2018-07-18,182190,Mittwoch,,1
2018-07-19,179597,Donnerstag,,1
2018-07-20,179264,Freitag,,1
2018-07-21,140395,Samstag,,0
2018-07-22,122651,Sonntag,,0
2018-07-23,175018,Montag,,1
2018-07-24,182553,Dienstag,,1
2018-07-25,184927,Mittwoch,,1
2018-07-26,184368,Donnerstag,,1
2018-07-27,179094,Freitag,,1
2018-07-28,142529,Samstag,,0
2018-07-29,123996,Sonntag,,0
2018-07-30,177708,Montag,,1
2018-07-31,184985,Dienstag,,1
2018-08-01,184313,Mittwoch,,1
2018-08-02,180680,Donnerstag,,1
2018-08-03,177614,Freitag,,1
2018-08-04,144731,Samstag,,0
2018-08-05,127087,Sonntag,,0
2018-08-06,172200,Montag,,1
2018-08-07,180015,Dienstag,,1
2018-08-08,176320,Mittwoch,,1
2018-08-09,171896,Donnerstag,,1
2018-08-10,162429,Freitag,,1
2018-08-11,130937,Samstag,,0
2018-08-12,115706,Sonntag,,0
2018-08-13,162445,Montag,,1
2018-08-14,165302,Dienstag,,1
2018-08-15,163520,Mittwoch,,1
2018-08-16,163903,Donnerstag,,1
2018-08-17,165345,Freitag,,1
2018-08-18,134543,Samstag,,0
2018-08-19,120382,Sonntag,,0
2018-08-20,167523,Montag,,1
2018-08-21,173897,Dienstag,,1
2018-08-22,176594,Mittwoch,,1
2018-08-23,177707,Donnerstag,,1
2018-08-24,171022,Freitag,,1
2018-08-25,133229,Samstag,,0
2018-08-26,115058,Sonntag,,0
2018-08-27,166242,Montag,,1
2018-08-28,171532,Dienstag,,1
2018-08-29,174708,Mittwoch,,1
2018-08-30,174797,Donnerstag,,1
2018-08-31,172517,Freitag,,1
2018-09-01,131799,Samstag,,0
2018-09-02,118924,Sonntag,,0
2018-09-03,170638,Montag,,1
2018-09-04,174883,Dienstag,,1
2018-09-05,174669,Mittwoch,,1
2018-09-06,175595,Donnerstag,,1
2018-09-07,172749,Freitag,,1
2018-09-08,134642,Samstag,,0
2018-09-09,119320,Sonntag,,0
2018-09-10,172774,Montag,,1
2018-09-11,179020,Dienstag,,1
2018-09-12,179691,Mittwoch,,1
2018-09-13,177698,Donnerstag,,1
2018-09-14,170791,Freitag,,1
2018-09-15,131423,Samstag,,0
2018-09-16,115879,Sonntag,,0
2018-09-17,171463,Montag,,1
2018-09-18,180899,Dienstag,,1
2018-09-19,179269,Mittwoch,,1
2018-09-20,179184,Donnerstag,,1
2018-09-21,178435,Freitag,,1
2018-09-22,136657,Samstag,,0
2018-09-23,123970,Sonntag,,0
2018-09-24,171142,Montag,,1
2018-09-25,176665,Dienstag,,1
2018-09-26,179122,Mittwoch,,1
2018-09-27,178574,Donnerstag,,1
2018-09-28,175506,Freitag,,1
2018-09-29,137475,Samstag,,0
2018-09-30,122827,Sonntag,,0
2018-10-01,176058,Montag,,1
2018-10-02,180127,Dienstag,,1
2018-10-03,137701,Mittwoch,Tag der Deutschen Einheit,0
2018-10-04,171275,Donnerstag,,1
2018-10-05,175193,Freitag,,1
2018-10-06,143186,Samstag,,0
2018-10-07,125952,Sonntag,,0
2018-10-08,178966,Montag,,1
2018-10-09,184151,Dienstag,,1
2018-10-10,182556,Mittwoch,,1
2018-10-11,181939,Donnerstag,,1
2018-10-12,177509,Freitag,,1
2018-10-13,139796,Samstag,,0
2018-10-14,122803,Sonntag,,0
2018-10-15,175614,Montag,,1
2018-10-16,181837,Dienstag,,1
2018-10-17,182562,Mittwoch,,1
2018-10-18,183815,Donnerstag,,1
2018-10-19,179543,Freitag,,1
2018-10-20,142939,Samstag,,0
2018-10-21,126660,Sonntag,,0
2018-10-22,179914,Montag,,1
2018-10-23,188196,Dienstag,,1
2018-10-24,190792,Mittwoch,,1
2018-10-25,188160,Donnerstag,,1
2018-10-26,184022,Freitag,,1
2018-10-27,150742,Samstag,,0
2018-10-28,143949,Sonntag,,0
2018-10-29,191811,Montag,,1
2018-10-30,200672,Dienstag,,1
2018-10-31,188472,Mittwoch,,1
2018-11-01,136131,Donnerstag,Allerheiligen,0
2018-11-02,155932,Freitag,,1
2018-11-03,138136,Samstag,,0
2018-11-04,127196,Sonntag,,0
2018-11-05,182625,Montag,,1
2018-11-06,191343,Dienstag,,1
2018-11-07,188149,Mittwoch,,1
2018-11-08,192128,Donnerstag,,1
2018-11-09,189685,Freitag,,1
2018-11-10,151057,Samstag,,0
2018-11-11,134342,Sonntag,,0
2018-11-12,187186,Montag,,1
2018-11-13,195280,Dienstag,,1
2018-11-14,196771,Mittwoch,,1
2018-11-15,201878,Donnerstag,,1
2018-11-16,197015,Freitag,,1
2018-11-17,158554,Samstag,,0
2018-11-18,143510,Sonntag,,0
2018-11-19,200941,Montag,,1
2018-11-20,204484,Dienstag,,1
2018-11-21,208892,Mittwoch,,1
2018-11-22,209358,Donnerstag,,1
2018-11-23,198404,Freitag,,1
2018-11-24,159140,Samstag,,0
2018-11-25,144438,Sonntag,,0
2018-11-26,201425,Montag,,1
2018-11-27,210428,Dienstag,,1
2018-11-28,214748,Mittwoch,,1
2018-11-29,213018,Donnerstag,,1
2018-11-30,207260,Freitag,,1
2018-12-01,162385,Samstag,,0
2018-12-02,149311,Sonntag,,0
2018-12-03,199805,Montag,,1
2018-12-04,201451,Dienstag,,1
2018-12-05,199020,Mittwoch,,1
2018-12-06,196552,Donnerstag,,1
2018-12-07,194222,Freitag,,1
2018-12-08,162419,Samstag,,0
2018-12-09,146493,Sonntag,,0
2018-12-10,197660,Montag,,1
2018-12-11,204320,Dienstag,,1
2018-12-12,203275,Mittwoch,,1
2018-12-13,206016,Donnerstag,,1
2018-12-14,200783,Freitag,,1
2018-12-15,169548,Samstag,,0
2018-12-16,153634,Sonntag,,0
2018-12-17,194645,Montag,,1
2018-12-18,196350,Dienstag,,1
2018-12-19,195779,Mittwoch,,1
2018-12-20,183236,Donnerstag,,1
2018-12-21,168293,Freitag,,1
2018-12-22,139562,Samstag,,0
2018-12-23,127697,Sonntag,,0
2018-12-24,130757,Montag,,1
2018-12-25,127975,Dienstag,Erster Weihnachtsfeiertag,0
2018-12-26,129770,Mittwoch,Zweiter Weihnachtsfeiertag,0
2018-12-27,147069,Donnerstag,,1
2018-12-28,144261,Freitag,,1
2018-12-29,139714,Samstag,,0
2018-12-30,129681,Sonntag,,0
2018-12-31,128805,Montag,,1
